        Period [sec]	     Acc./Damp.=5.0%	  PS-Acc./Damp.=5.0%	  PS-Vel./Damp.=5.0%	
               0.710	             0.85253	             0.84820	            94.02548	
               0.720	             0.81468	             0.81013	            91.07003	
               0.730	             0.77019	             0.76580	            87.28267	
               0.740	             0.72012	             0.71613	            82.73990	
               0.750	             0.66632	             0.66231	            77.55580	
               0.760	             0.62883	             0.62472	            74.12952	
               0.770	             0.60870	             0.60452	            72.67562	
               0.780	             0.58787	             0.58395	            71.11440	
               0.790	             0.56650	             0.56280	            69.41819	
               0.800	             0.54490	             0.54120	            67.59852	
               0.810	             0.52299	             0.51927	            65.66993	
               0.820	             0.50087	             0.49724	            63.66037	
               0.830	             0.47865	             0.47518	            61.57738	
               0.840	             0.45645	             0.45312	            59.42611	
               0.850	             0.43843	             0.43606	            57.86976	
               0.860	             0.42540	             0.42307	            56.80628	
               0.870	             0.41261	             0.41031	            55.73344	
               0.880	             0.40008	             0.39780	            54.65562	
               0.890	             0.38782	             0.38557	            53.57703	
               0.900	             0.37584	             0.37363	            52.50136	
               0.910	             0.36417	             0.36199	            51.43156	
               0.920	             0.35280	             0.35071	            50.37676	
               0.930	             0.34182	             0.33976	            49.33374	
               0.940	             0.33115	             0.32911	            48.30161	
               0.950	             0.32077	             0.31876	            47.28016	
               0.960	             0.31067	             0.30869	            46.26883	
               0.970	             0.30085	             0.29890	            45.26775	
               0.980	             0.29137	             0.28945	            44.28858	
               0.990	             0.29341	             0.29115	            45.00251	
               1.000	             0.29759	             0.29523	            46.09510	
               1.010	             0.30000	             0.29756	            46.92282	
               1.020	             0.30070	             0.29818	            47.48647	
               1.030	             0.29977	             0.29718	            47.79052	
               1.040	             0.29730	             0.29464	            47.84280	
               1.050	             0.29339	             0.29068	            47.65412	
               1.060	             0.28815	             0.28543	            47.23777	
               1.070	             0.28173	             0.27900	            46.60906	
               1.080	             0.27424	             0.27152	            45.78477	
               1.090	             0.26583	             0.26314	            44.78274	
               1.100	             0.25663	             0.25400	            43.62249	
               1.110	             0.24676	             0.24421	            42.32345	
               1.120	             0.23636	             0.23392	            40.90420	
               1.130	             0.23081	             0.22869	            40.34822	
               1.140	             0.22704	             0.22507	            40.05987	
               1.150	             0.22562	             0.22453	            40.31406	
               1.160	             0.22452	             0.22338	            40.45699	
               1.170	             0.22259	             0.22138	            40.44013	
               1.180	             0.21980	             0.21854	            40.26225	
               1.190	             0.21618	             0.21487	            39.92188	
               1.200	             0.21174	             0.21043	            39.42635	
               1.210	             0.20662	             0.20529	            38.78305	
               1.220	             0.20088	             0.19958	            38.01690	
               1.230	             0.19462	             0.19336	            37.13275	
               1.240	             0.18793	             0.18670	            36.14560	
               1.250	             0.18207	             0.18065	            35.25699	
               1.260	             0.17736	             0.17595	            34.61321	
               1.270	             0.17259	             0.17119	            33.94523	
               1.280	             0.16780	             0.16642	            33.25922	
               1.290	             0.16301	             0.16165	            32.55812	
               1.300	             0.15822	             0.15689	            31.84306	
               1.310	             0.15345	             0.15214	            31.11669	
               1.320	             0.14871	             0.14742	            30.38135	
               1.330	             0.14403	             0.14275	            29.64304	
               1.340	             0.13940	             0.13815	            28.90417	
               1.350	             0.13483	             0.13361	            28.16236	
               1.360	             0.13035	             0.12914	            27.42201	
               1.370	             0.12595	             0.12477	            26.68859	
               1.380	             0.12164	             0.12047	            25.95603	
               1.390	             0.11742	             0.11628	            25.23537	
               1.400	             0.11337	             0.11261	            24.61516	
               1.410	             0.11212	             0.11129	            24.50070	
               1.420	             0.11081	             0.10993	            24.37188	
               1.430	             0.10946	             0.10854	            24.23257	
               1.440	             0.10809	             0.10710	            24.07930	
               1.450	             0.10668	             0.10566	            23.92124	
               1.460	             0.10525	             0.10419	            23.75067	
               1.470	             0.10381	             0.10271	            23.57418	
               1.480	             0.10236	             0.10124	            23.39341	
               1.490	             0.10089	             0.09975	            23.20480	
               1.500	             0.09944	             0.09826	            23.01223	
               1.510	             0.09800	             0.09680	            22.82055	
               1.520	             0.09655	             0.09534	            22.62490	
               1.530	             0.09512	             0.09388	            22.42654	
               1.540	             0.09369	             0.09245	            22.22932	
               1.550	             0.09231	             0.09105	            22.03536	
               1.560	             0.09095	             0.08967	            21.84144	
               1.570	             0.08960	             0.08832	            21.64845	
               1.580	             0.08828	             0.08698	            21.45717	
               1.590	             0.08699	             0.08568	            21.27110	
               1.600	             0.08572	             0.08442	            21.09000	
               1.610	             0.08449	             0.08319	            20.91207	
               1.620	             0.08329	             0.08199	            20.73775	
               1.630	             0.08213	             0.08082	            20.56740	
               1.640	             0.08100	             0.07968	            20.40130	
               1.650	             0.07990	             0.07857	            20.24041	
               1.660	             0.07883	             0.07750	            20.08697	
               1.670	             0.07779	             0.07647	            19.93807	
               1.680	             0.07679	             0.07546	            19.79379	
               1.690	             0.07581	             0.07449	            19.65415	
               1.700	             0.07486	             0.07354	            19.51913	
               1.710	             0.07394	             0.07262	            19.38869	
               1.720	             0.07305	             0.07173	            19.26274	
               1.730	             0.07219	             0.07087	            19.14118	
               1.740	             0.07135	             0.07003	            19.02524	
               1.750	             0.07055	             0.06923	            18.91450	
               1.760	             0.06976	             0.06844	            18.80762	
               1.770	             0.06900	             0.06768	            18.70444	
               1.780	             0.06826	             0.06694	            18.60480	
               1.790	             0.06755	             0.06623	            18.50853	
               1.800	             0.06685	             0.06553	            18.41545	
               1.810	             0.06617	             0.06485	            18.32540	
               1.820	             0.06551	             0.06418	            18.23821	
               1.830	             0.06486	             0.06354	            18.15370	
               1.840	             0.06423	             0.06291	            18.07173	
               1.850	             0.06362	             0.06229	            17.99284	
               1.860	             0.06302	             0.06170	            17.91740	
               1.870	             0.06244	             0.06112	            17.84401	
               1.880	             0.06186	             0.06055	            17.77256	
               1.890	             0.06131	             0.05999	            17.70292	
               1.900	             0.06076	             0.05945	            17.63498	
               1.910	             0.06022	             0.05891	            17.56864	
               1.920	             0.05970	             0.05839	            17.50382	
               1.930	             0.05918	             0.05788	            17.44043	
               1.940	             0.05868	             0.05737	            17.37839	
               1.950	             0.05819	             0.05688	            17.31765	
               1.960	             0.05771	             0.05640	            17.25813	
               1.970	             0.05723	             0.05592	            17.19979	
               1.980	             0.05677	             0.05546	            17.14341	
               1.990	             0.05631	             0.05500	            17.08889	
               2.000	             0.05587	             0.05455	            17.03540	
               2.010	             0.05543	             0.05412	            16.98288	
               2.020	             0.05499	             0.05368	            16.93133	
               2.030	             0.05457	             0.05326	            16.88071	
               2.040	             0.05415	             0.05284	            16.83099	
               2.050	             0.05374	             0.05243	            16.78217	
               2.060	             0.05334	             0.05203	            16.73421	
               2.070	             0.05294	             0.05163	            16.68710	
               2.080	             0.05255	             0.05124	            16.64081	
               2.090	             0.05217	             0.05086	            16.59535	
               2.100	             0.05179	             0.05048	            16.55067	
               2.110	             0.05142	             0.05011	            16.50677	
               2.120	             0.05105	             0.04974	            16.46453	
               2.130	             0.05069	             0.04939	            16.42354	
               2.140	             0.05034	             0.04903	            16.38324	
               2.150	             0.04999	             0.04869	            16.34361	
               2.160	             0.04965	             0.04835	            16.30463	
               2.170	             0.04931	             0.04801	            16.26626	
               2.180	             0.04897	             0.04768	            16.22848	
               2.190	             0.04865	             0.04735	            16.19126	
               2.200	             0.04833	             0.04703	            16.15456	
               2.210	             0.04801	             0.04671	            16.11835	
               2.220	             0.04770	             0.04640	            16.08260	
               2.230	             0.04739	             0.04609	            16.04725	
               2.240	             0.04709	             0.04578	            16.01228	
               2.250	             0.04679	             0.04548	            15.97763	
               2.260	             0.04649	             0.04519	            15.94385	
               2.270	             0.04620	             0.04489	            15.91109	
               2.280	             0.04591	             0.04461	            15.87852	
               2.290	             0.04562	             0.04432	            15.84608	
               2.300	             0.04534	             0.04404	            15.81372	
               2.310	             0.04506	             0.04376	            15.78139	
               2.320	             0.04478	             0.04348	            15.74904	
               2.330	             0.04450	             0.04320	            15.71661	
               2.340	             0.04423	             0.04293	            15.68406	
               2.350	             0.04396	             0.04266	            15.65132	
               2.360	             0.04369	             0.04239	            15.61835	
               2.370	             0.04342	             0.04212	            15.58508	
               2.380	             0.04315	             0.04185	            15.55147	
               2.390	             0.04289	             0.04158	            15.51745	
               2.400	             0.04262	             0.04132	            15.48417	
               2.410	             0.04236	             0.04106	            15.45058	
               2.420	             0.04210	             0.04080	            15.41643	
               2.430	             0.04184	             0.04054	            15.38165	
               2.440	             0.04158	             0.04028	            15.34620	
               2.450	             0.04133	             0.04002	            15.31003	
               2.460	             0.04107	             0.03977	            15.27308	
               2.470	             0.04081	             0.03951	            15.23531	
               2.480	             0.04055	             0.03925	            15.19667	
               2.490	             0.04029	             0.03899	            15.15711	
               2.500	             0.04004	             0.03873	            15.11660	
               2.510	             0.03978	             0.03847	            15.07508	
               2.520	             0.03952	             0.03821	            15.03274	
               2.530	             0.03926	             0.03795	            14.99052	
               2.540	             0.03900	             0.03769	            14.94717	
               2.550	             0.03874	             0.03743	            14.90266	
               2.560	             0.03848	             0.03717	            14.85695	
               2.570	             0.03822	             0.03691	            14.81001	
               2.580	             0.03795	             0.03665	            14.76181	
               2.590	             0.03769	             0.03638	            14.71233	
               2.600	             0.03742	             0.03612	            14.66153	
               2.610	             0.03716	             0.03585	            14.60940	
               2.620	             0.03689	             0.03558	            14.55591	
               2.630	             0.03663	             0.03531	            14.50104	
               2.640	             0.03636	             0.03504	            14.44477	
               2.650	             0.03609	             0.03478	            14.38841	
               2.660	             0.03582	             0.03451	            14.33068	
               2.670	             0.03555	             0.03423	            14.27151	
               2.680	             0.03528	             0.03396	            14.21087	
               2.690	             0.03500	             0.03369	            14.14876	
               2.700	             0.03473	             0.03341	            14.08519	
               2.710	             0.03445	             0.03314	            14.02013	
               2.720	             0.03417	             0.03286	            13.95359	
               2.730	             0.03389	             0.03258	            13.88558	
               2.740	             0.03361	             0.03230	            13.81608	
               2.750	             0.03333	             0.03201	            13.74511	
               2.760	             0.03305	             0.03173	            13.67267	
               2.770	             0.03276	             0.03145	            13.59972	
               2.780	             0.03248	             0.03116	            13.52564	
               2.790	             0.03219	             0.03088	            13.45010	
               2.800	             0.03190	             0.03059	            13.37311	
               2.810	             0.03162	             0.03030	            13.29468	
               2.820	             0.03133	             0.03001	            13.21482	
               2.830	             0.03104	             0.02972	            13.13356	
               2.840	             0.03075	             0.02943	            13.05091	
               2.850	             0.03046	             0.02914	            12.96688	
               2.860	             0.03016	             0.02885	            12.88150	
               2.870	             0.02987	             0.02855	            12.79479	
               2.880	             0.02958	             0.02826	            12.70676	
               2.890	             0.02928	             0.02817	            12.71171	
               2.900	             0.02930	             0.02826	            12.79559	
               2.910	             0.02939	             0.02834	            12.87710	
               2.920	             0.02947	             0.02842	            12.95621	
               2.930	             0.02955	             0.02849	            13.03289	
               2.940	             0.02962	             0.02856	            13.10837	
               2.950	             0.02968	             0.02862	            13.18148	
               2.960	             0.02974	             0.02868	            13.25210	
               2.970	             0.02980	             0.02873	            13.32021	
               2.980	             0.02985	             0.02877	            13.38579	
               2.990	             0.02989	             0.02881	            13.44883	
               3.000	             0.02993	             0.02884	            13.50931	
               3.010	             0.02997	             0.02887	            13.56722	
               3.020	             0.03000	             0.02889	            13.62256	
               3.030	             0.03002	             0.02891	            13.67531	
               3.040	             0.03004	             0.02892	            13.72627	
               3.050	             0.03005	             0.02893	            13.77526	
               3.060	             0.03006	             0.02893	            13.82166	
               3.070	             0.03006	             0.02893	            13.86546	
               3.080	             0.03005	             0.02892	            13.90666	
               3.090	             0.03004	             0.02891	            13.94527	
               3.100	             0.03003	             0.02889	            13.98129	
               3.110	             0.03001	             0.02886	            14.01473	
               3.120	             0.02999	             0.02883	            14.04558	
               3.130	             0.02996	             0.02880	            14.07387	
               3.140	             0.02993	             0.02876	            14.10052	
               3.150	             0.02989	             0.02872	            14.12514	
               3.160	             0.02985	             0.02867	            14.14723	
               3.170	             0.02980	             0.02862	            14.16679	
               3.180	             0.02975	             0.02857	            14.18384	
               3.190	             0.02970	             0.02851	            14.19839	
               3.200	             0.02964	             0.02844	            14.21048	
               3.210	             0.02957	             0.02837	            14.22011	
               3.220	             0.02950	             0.02830	            14.22730	
               3.230	             0.02943	             0.02822	            14.23208	
               3.240	             0.02935	             0.02814	            14.23562	
               3.250	             0.02927	             0.02806	            14.23703	
               3.260	             0.02919	             0.02797	            14.23609	
               3.270	             0.02910	             0.02788	            14.23282	
               3.280	             0.02900	             0.02778	            14.22725	
               3.290	             0.02891	             0.02768	            14.21940	
               3.300	             0.02881	             0.02758	            14.20930	
               3.310	             0.02871	             0.02747	            14.19698	
               3.320	             0.02860	             0.02756	            14.28513	
               3.330	             0.02867	             0.02766	            14.38276	
               3.340	             0.02877	             0.02776	            14.47790	
               3.350	             0.02886	             0.02786	            14.57055	
               3.360	             0.02896	             0.02795	            14.66069	
               3.370	             0.02904	             0.02803	            14.74831	
               3.380	             0.02912	             0.02811	            14.83341	
               3.390	             0.02920	             0.02818	            14.91599	
               3.400	             0.02927	             0.02825	            14.99616	
               3.410	             0.02933	             0.02831	            15.07489	
               3.420	             0.02940	             0.02837	            15.15110	
               3.430	             0.02945	             0.02843	            15.22479	
               3.440	             0.02950	             0.02848	            15.29595	
               3.450	             0.02955	             0.02852	            15.36460	
               3.460	             0.02959	             0.02856	            15.43073	
               3.470	             0.02963	             0.02860	            15.49436	
               3.480	             0.02966	             0.02863	            15.55624	
               3.490	             0.02969	             0.02866	            15.61613	
               3.500	             0.02971	             0.02868	            15.67353	
               3.510	             0.02973	             0.02870	            15.72847	
               3.520	             0.02975	             0.02871	            15.78096	
               3.530	             0.02976	             0.02872	            15.83100	
               3.540	             0.02977	             0.02873	            15.87861	
               3.550	             0.02977	             0.02873	            15.92426	
               3.560	             0.02977	             0.02873	            15.96830	
               3.570	             0.02976	             0.02872	            16.00996	
               3.580	             0.02975	             0.02871	            16.04925	
               3.590	             0.02974	             0.02870	            16.08619	
               3.600	             0.02972	             0.02868	            16.12080	
               3.610	             0.02970	             0.02866	            16.15310	
               3.620	             0.02968	             0.02863	            16.18339	
               3.630	             0.02965	             0.02861	            16.21236	
               3.640	             0.02961	             0.02857	            16.23907	
               3.650	             0.02958	             0.02854	            16.26355	
               3.660	             0.02954	             0.02850	            16.28582	
               3.670	             0.02950	             0.02846	            16.30591	
               3.680	             0.02945	             0.02841	            16.32383	
               3.690	             0.02941	             0.02836	            16.33971	
               3.700	             0.02935	             0.02831	            16.35458	
               3.710	             0.02930	             0.02826	            16.36735	
               3.720	             0.02924	             0.02820	            16.37805	
               3.730	             0.02918	             0.02814	            16.38671	
               3.740	             0.02912	             0.02807	            16.39334	
               3.750	             0.02905	             0.02801	            16.39799	
               3.760	             0.02898	             0.02794	            16.40067	
               3.770	             0.02891	             0.02787	            16.40234	
               3.780	             0.02883	             0.02779	            16.40231	
               3.790	             0.02876	             0.02772	            16.40039	
               3.800	             0.02868	             0.02764	            16.39660	
               3.810	             0.02859	             0.02755	            16.39097	
               3.820	             0.02851	             0.02747	            16.38354	
               3.830	             0.02842	             0.02738	            16.37432	
               3.840	             0.02833	             0.02729	            16.36372	
               3.850	             0.02824	             0.02720	            16.35211	
               3.860	             0.02815	             0.02711	            16.33879	
               3.870	             0.02805	             0.02702	            16.32379	
               3.880	             0.02795	             0.02692	            16.30714	
               3.890	             0.02785	             0.02682	            16.28886	
               3.900	             0.02775	             0.02672	            16.26899	
               3.910	             0.02765	             0.02661	            16.24755	
               3.920	             0.02754	             0.02651	            16.22519	
               3.930	             0.02744	             0.02640	            16.20172	
               3.940	             0.02733	             0.02630	            16.17676	
               3.950	             0.02722	             0.02619	            16.15034	
               3.960	             0.02711	             0.02608	            16.12249	
               3.970	             0.02699	             0.02596	            16.09322	
               3.980	             0.02688	             0.02585	            16.06257	
               3.990	             0.02676	             0.02573	            16.03057	
               4.000	             0.02664	             0.02562	            15.99766	
               4.010	             0.02652	             0.02555	            15.99952	
               4.020	             0.02640	             0.02556	            16.04314	
               4.030	             0.02628	             0.02556	            16.08376	
               4.040	             0.02616	             0.02556	            16.12066	
               4.050	             0.02604	             0.02555	            16.15494	
               4.060	             0.02591	             0.02553	            16.18535	
               4.070	             0.02587	             0.02551	            16.21328	
               4.080	             0.02586	             0.02549	            16.23757	
               4.090	             0.02583	             0.02546	            16.25896	
               4.100	             0.02581	             0.02543	            16.27730	
               4.110	             0.02578	             0.02539	            16.29219	
               4.120	             0.02574	             0.02535	            16.30474	
               4.130	             0.02570	             0.02530	            16.31371	
               4.140	             0.02565	             0.02525	            16.32010	
               4.150	             0.02560	             0.02519	            16.32352	
               4.160	             0.02555	             0.02513	            16.32360	
               4.170	             0.02549	             0.02507	            16.32164	
               4.180	             0.02542	             0.02500	            16.31633	
               4.190	             0.02536	             0.02493	            16.30828	
               4.200	             0.02529	             0.02485	            16.29785	
               4.210	             0.02521	             0.02477	            16.28422	
               4.220	             0.02513	             0.02469	            16.26829	
               4.230	             0.02505	             0.02460	            16.24980	
               4.240	             0.02496	             0.02451	            16.22826	
               4.250	             0.02487	             0.02442	            16.20471	
               4.260	             0.02478	             0.02432	            16.17858	
               4.270	             0.02468	             0.02422	            16.14954	
               4.280	             0.02459	             0.02412	            16.11866	
               4.290	             0.02448	             0.02401	            16.08530	
               4.300	             0.02438	             0.02391	            16.04918	
               4.310	             0.02427	             0.02379	            16.01126	
               4.320	             0.02416	             0.02368	            15.97109	
               4.330	             0.02404	             0.02356	            15.92831	
               4.340	             0.02393	             0.02344	            15.88365	
               4.350	             0.02381	             0.02332	            15.83709	
               4.360	             0.02368	             0.02319	            15.78807	
               4.370	             0.02356	             0.02306	            15.73702	
               4.380	             0.02343	             0.02294	            15.68447	
               4.390	             0.02330	             0.02280	            15.62961	
               4.400	             0.02317	             0.02267	            15.57253	
               4.410	             0.02304	             0.02253	            15.51440	
               4.420	             0.02290	             0.02239	            15.45411	
               4.430	             0.02276	             0.02225	            15.39171	
               4.440	             0.02262	             0.02211	            15.32806	
               4.450	             0.02248	             0.02197	            15.26273	
               4.460	             0.02234	             0.02182	            15.19543	
               4.470	             0.02219	             0.02167	            15.12664	
               4.480	             0.02204	             0.02153	            15.05664	
               4.490	             0.02189	             0.02138	            14.98482	
               4.500	             0.02174	             0.02122	            14.91130	
               4.510	             0.02159	             0.02107	            14.83702	
               4.520	             0.02144	             0.02092	            14.76105	
               4.530	             0.02128	             0.02076	            14.68345	
               4.540	             0.02113	             0.02060	            14.60502	
               4.550	             0.02097	             0.02045	            14.52527	
               4.560	             0.02081	             0.02029	            14.44400	
               4.570	             0.02065	             0.02013	            14.36179	
               4.580	             0.02049	             0.01997	            14.27859	
               4.590	             0.02033	             0.01981	            14.19400	
               4.600	             0.02017	             0.01964	            14.10842	
               4.610	             0.02001	             0.01948	            14.02211	
               4.620	             0.01984	             0.01932	            13.93453	
               4.630	             0.01968	             0.01915	            13.84599	
               4.640	             0.01951	             0.01899	            13.75689	
               4.650	             0.01935	             0.01882	            13.66664	
               4.660	             0.01918	             0.01866	            13.57553	
               4.670	             0.01901	             0.01849	            13.48394	
               4.680	             0.01885	             0.01833	            13.39133	
               4.690	             0.01868	             0.01816	            13.29802	
               4.700	             0.01851	             0.01807	            13.26198	
               4.710	             0.01834	             0.01800	            13.23667	
               4.720	             0.01817	             0.01792	            13.20935	
               4.730	             0.01809	             0.01785	            13.18095	
               4.740	             0.01802	             0.01777	            13.15074	
               4.750	             0.01795	             0.01769	            13.11912	
               4.760	             0.01787	             0.01761	            13.08615	
               4.770	             0.01779	             0.01752	            13.05136	
               4.780	             0.01771	             0.01744	            13.01573	
               4.790	             0.01763	             0.01735	            12.97836	
               4.800	             0.01755	             0.01727	            12.93969	
               4.810	             0.01746	             0.01718	            12.89985	
               4.820	             0.01738	             0.01709	            12.85838	
               4.830	             0.01729	             0.01699	            12.81602	
               4.840	             0.01720	             0.01690	            12.77226	
               4.850	             0.01711	             0.01681	            12.72704	
               4.860	             0.01702	             0.01671	            12.68111	
               4.870	             0.01693	             0.01662	            12.63371	
               4.880	             0.01683	             0.01652	            12.58512	
               4.890	             0.01674	             0.01642	            12.53573	
               4.900	             0.01664	             0.01632	            12.48495	
               4.910	             0.01654	             0.01622	            12.43321	
               4.920	             0.01644	             0.01612	            12.38060	
               4.930	             0.01634	             0.01601	            12.32672	
               4.940	             0.01624	             0.01591	            12.27201	
               4.950	             0.01614	             0.01581	            12.21646	
               4.960	             0.01604	             0.01570	            12.15973	
               4.970	             0.01593	             0.01560	            12.10224	
               4.980	             0.01583	             0.01549	            12.04399	
               4.990	             0.01573	             0.01538	            11.98465	
               5.000	             0.01562	             0.01528	            11.92458	
               5.010	             0.01551	             0.01517	            11.86387	
               5.020	             0.01540	             0.01506	            11.80216	
               5.030	             0.01530	             0.01495	            11.73968	
               5.040	             0.01519	             0.01484	            11.67674	
               5.050	             0.01508	             0.01473	            11.61288	
               5.060	             0.01497	             0.01462	            11.54817	
               5.070	             0.01486	             0.01451	            11.48321	
               5.080	             0.01475	             0.01440	            11.41742	
               5.090	             0.01464	             0.01428	            11.35081	
               5.100	             0.01453	             0.01417	            11.28389	
               5.110	             0.01441	             0.01406	            11.21637	
               5.120	             0.01430	             0.01395	            11.14812	
               5.130	             0.01419	             0.01383	            11.07937	
               5.140	             0.01408	             0.01372	            11.01032	
               5.150	             0.01396	             0.01361	            10.94062	
               5.160	             0.01385	             0.01349	            10.87027	
               5.170	             0.01374	             0.01338	            10.79984	
               5.180	             0.01362	             0.01327	            10.72886	
               5.190	             0.01351	             0.01315	            10.65732	
               5.200	             0.01339	             0.01304	            10.58548	
               5.210	             0.01328	             0.01292	            10.51341	
               5.220	             0.01317	             0.01281	            10.44083	
               5.230	             0.01305	             0.01274	            10.39904	
               5.240	             0.01299	             0.01268	            10.37263	
               5.250	             0.01296	             0.01262	            10.34509	
               5.260	             0.01292	             0.01258	            10.33019	
               5.270	             0.01289	             0.01254	            10.32050	
               5.280	             0.01285	             0.01251	            10.31026	
               5.290	             0.01282	             0.01247	            10.29946	
               5.300	             0.01278	             0.01243	            10.28813	
               5.310	             0.01274	             0.01240	            10.27627	
               5.320	             0.01270	             0.01236	            10.26420	
               5.330	             0.01267	             0.01232	            10.25171	
               5.340	             0.01263	             0.01228	            10.23872	
               5.350	             0.01259	             0.01224	            10.22524	
               5.360	             0.01255	             0.01220	            10.21127	
               5.370	             0.01251	             0.01216	            10.19688	
               5.380	             0.01247	             0.01212	            10.18236	
               5.390	             0.01243	             0.01208	            10.16738	
               5.400	             0.01239	             0.01204	            10.15195	
               5.410	             0.01235	             0.01200	            10.13608	
               5.420	             0.01231	             0.01196	            10.11978	
               5.430	             0.01227	             0.01192	            10.10314	
               5.440	             0.01223	             0.01188	            10.08637	
               5.450	             0.01218	             0.01183	            10.06919	
               5.460	             0.01214	             0.01179	            10.05162	
               5.470	             0.01210	             0.01175	            10.03365	
               5.480	             0.01206	             0.01171	            10.01531	
               5.490	             0.01202	             0.01166	             9.99659	
               5.500	             0.01197	             0.01162	             9.97784	
               5.510	             0.01193	             0.01158	             9.95873	
               5.520	             0.01189	             0.01153	             9.93928	
               5.530	             0.01184	             0.01149	             9.91948	
               5.540	             0.01180	             0.01144	             9.89935	
               5.550	             0.01175	             0.01140	             9.87889	
               5.560	             0.01171	             0.01136	             9.85825	
               5.570	             0.01167	             0.01131	             9.83748	
               5.580	             0.01162	             0.01127	             9.81640	
               5.590	             0.01158	             0.01122	             9.79501	
               5.600	             0.01153	             0.01118	             9.77333	
               5.610	             0.01149	             0.01113	             9.75137	
               5.620	             0.01144	             0.01109	             9.72912	
               5.630	             0.01140	             0.01104	             9.70681	
               5.640	             0.01135	             0.01100	             9.68432	
               5.650	             0.01131	             0.01095	             9.66158	
               5.660	             0.01126	             0.01091	             9.63857	
               5.670	             0.01122	             0.01086	             9.61532	
               5.680	             0.01117	             0.01082	             9.59183	
               5.690	             0.01112	             0.01077	             9.56810	
               5.700	             0.01108	             0.01072	             9.54434	
               5.710	             0.01103	             0.01068	             9.52044	
               5.720	             0.01099	             0.01063	             9.49631	
               5.730	             0.01094	             0.01059	             9.47197	
               5.740	             0.01089	             0.01054	             9.44742	
               5.750	             0.01085	             0.01050	             9.42268	
               5.760	             0.01080	             0.01045	             9.39773	
               5.770	             0.01076	             0.01040	             9.37276	
               5.780	             0.01071	             0.01036	             9.34769	
               5.790	             0.01067	             0.01031	             9.32245	
               5.800	             0.01062	             0.01027	             9.29703	
               5.810	             0.01057	             0.01022	             9.27144	
               5.820	             0.01053	             0.01017	             9.24568	
               5.830	             0.01048	             0.01013	             9.21976	
               5.840	             0.01044	             0.01008	             9.19378	
               5.850	             0.01039	             0.01004	             9.16780	
               5.860	             0.01034	             0.00999	             9.14167	
