        Period [sec]	     Acc./Damp.=5.0%	  PS-Acc./Damp.=5.0%	  PS-Vel./Damp.=5.0%	
               0.830	             0.20053	             0.19932	            25.83013	
               0.840	             0.19720	             0.19585	            25.68636	
               0.850	             0.19102	             0.18962	            25.16501	
               0.860	             0.18232	             0.18102	            24.30566	
               0.870	             0.17173	             0.17063	            23.17785	
               0.880	             0.16019	             0.15930	            21.88680	
               0.890	             0.14867	             0.14791	            20.55262	
               0.900	             0.13793	             0.13733	            19.29791	
               0.910	             0.12873	             0.12823	            18.21859	
               0.920	             0.12149	             0.12105	            17.38705	
               0.930	             0.11631	             0.11594	            16.83449	
               0.940	             0.11311	             0.11283	            16.55976	
               0.950	             0.11165	             0.11143	            16.52855	
               0.960	             0.11157	             0.11125	            16.67478	
               0.970	             0.11213	             0.11170	            16.91740	
               0.980	             0.11281	             0.11230	            17.18318	
               0.990	             0.11324	             0.11268	            17.41629	
               1.000	             0.11319	             0.11259	            17.57825	
               1.010	             0.11256	             0.11193	            17.65013	
               1.020	             0.11135	             0.11077	            17.64014	
               1.030	             0.10976	             0.10917	            17.55615	
               1.040	             0.10784	             0.10733	            17.42718	
               1.050	             0.10626	             0.10565	            17.32035	
               1.060	             0.10503	             0.10447	            17.28949	
               1.070	             0.10385	             0.10330	            17.25654	
               1.080	             0.10317	             0.10245	            17.27588	
               1.090	             0.10389	             0.10312	            17.54997	
               1.100	             0.10456	             0.10375	            17.81818	
               1.110	             0.10507	             0.10422	            18.06172	
               1.120	             0.10530	             0.10441	            18.25828	
               1.130	             0.10513	             0.10421	            18.38504	
               1.140	             0.10447	             0.10356	            18.43197	
               1.150	             0.10324	             0.10237	            18.38030	
               1.160	             0.10144	             0.10069	            18.23694	
               1.170	             0.10301	             0.10178	            18.59239	
               1.180	             0.10545	             0.10411	            19.17998	
               1.190	             0.10732	             0.10592	            19.67926	
               1.200	             0.10857	             0.10714	            20.07349	
               1.210	             0.10928	             0.10776	            20.35801	
               1.220	             0.10937	             0.10779	            20.53221	
               1.230	             0.10888	             0.10730	            20.60585	
               1.240	             0.10787	             0.10627	            20.57465	
               1.250	             0.10635	             0.10475	            20.44343	
               1.260	             0.10434	             0.10278	            20.21899	
               1.270	             0.10191	             0.10040	            19.90877	
               1.280	             0.09912	             0.09768	            19.52041	
               1.290	             0.09598	             0.09464	            19.06169	
               1.300	             0.09273	             0.09243	            18.75966	
               1.310	             0.09248	             0.09208	            18.83301	
               1.320	             0.09203	             0.09157	            18.87261	
               1.330	             0.09139	             0.09090	            18.87678	
               1.340	             0.09058	             0.09007	            18.84402	
               1.350	             0.08961	             0.08908	            18.77612	
               1.360	             0.08848	             0.08794	            18.67277	
               1.370	             0.08721	             0.08665	            18.53455	
               1.380	             0.08579	             0.08522	            18.36092	
               1.390	             0.08424	             0.08366	            18.15602	
               1.400	             0.08258	             0.08197	            17.91744	
               1.410	             0.08079	             0.08016	            17.64756	
               1.420	             0.07888	             0.07826	            17.35074	
               1.430	             0.07686	             0.07630	            17.03461	
               1.440	             0.07475	             0.07432	            16.70882	
               1.450	             0.07259	             0.07234	            16.37798	
               1.460	             0.07061	             0.07038	            16.04337	
               1.470	             0.06865	             0.06843	            15.70610	
               1.480	             0.06671	             0.06648	            15.36123	
               1.490	             0.06476	             0.06449	            15.00299	
               1.500	             0.06277	             0.06245	            14.62631	
               1.510	             0.06072	             0.06036	            14.22984	
               1.520	             0.05862	             0.05821	            13.81410	
               1.530	             0.05647	             0.05603	            13.38337	
               1.540	             0.05622	             0.05578	            13.41293	
               1.550	             0.05595	             0.05550	            13.43141	
               1.560	             0.05564	             0.05518	            13.43896	
               1.570	             0.05528	             0.05481	            13.43590	
               1.580	             0.05487	             0.05441	            13.42232	
               1.590	             0.05440	             0.05397	            13.39810	
               1.600	             0.05388	             0.05349	            13.36312	
               1.610	             0.05331	             0.05299	            13.32037	
               1.620	             0.05273	             0.05251	            13.28190	
               1.630	             0.05218	             0.05207	            13.25163	
               1.640	             0.05177	             0.05161	            13.21523	
               1.650	             0.05132	             0.05112	            13.16827	
               1.660	             0.05082	             0.05058	            13.10796	
               1.670	             0.05027	             0.04999	            13.03400	
               1.680	             0.04966	             0.04936	            12.94625	
               1.690	             0.04899	             0.04868	            12.84379	
               1.700	             0.04828	             0.04795	            12.72691	
               1.710	             0.04752	             0.04718	            12.59617	
               1.720	             0.04671	             0.04637	            12.45221	
               1.730	             0.04586	             0.04552	            12.29575	
               1.740	             0.04497	             0.04464	            12.12755	
               1.750	             0.04404	             0.04373	            11.94838	
               1.760	             0.04309	             0.04279	            11.75904	
               1.770	             0.04212	             0.04183	            11.56055	
               1.780	             0.04113	             0.04086	            11.35433	
               1.790	             0.04012	             0.03987	            11.14168	
               1.800	             0.03911	             0.03887	            10.92301	
               1.810	             0.03809	             0.03786	            10.69933	
               1.820	             0.03706	             0.03685	            10.47181	
               1.830	             0.03604	             0.03585	            10.24176	
               1.840	             0.03600	             0.03565	            10.24203	
               1.850	             0.03687	             0.03651	            10.54638	
               1.860	             0.03769	             0.03732	            10.83879	
               1.870	             0.03845	             0.03808	            11.11658	
               1.880	             0.03916	             0.03877	            11.37965	
               1.890	             0.03979	             0.03939	            11.62452	
               1.900	             0.04036	             0.03995	            11.85150	
               1.910	             0.04085	             0.04044	            12.05914	
               1.920	             0.04127	             0.04086	            12.24833	
               1.930	             0.04161	             0.04122	            12.42048	
               1.940	             0.04188	             0.04153	            12.57963	
               1.950	             0.04208	             0.04180	            12.72712	
               1.960	             0.04220	             0.04203	            12.86335	
               1.970	             0.04232	             0.04222	            12.98699	
               1.980	             0.04248	             0.04236	            13.09544	
               1.990	             0.04259	             0.04244	            13.18652	
               2.000	             0.04264	             0.04246	            13.25964	
               2.010	             0.04264	             0.04243	            13.31565	
               2.020	             0.04259	             0.04234	            13.35459	
               2.030	             0.04248	             0.04220	            13.37638	
               2.040	             0.04232	             0.04202	            13.38356	
               2.050	             0.04212	             0.04179	            13.37535	
               2.060	             0.04187	             0.04152	            13.35412	
               2.070	             0.04159	             0.04122	            13.32078	
               2.080	             0.04127	             0.04088	            13.27533	
               2.090	             0.04093	             0.04052	            13.22194	
               2.100	             0.04056	             0.04014	            13.15950	
               2.110	             0.04017	             0.03973	            13.08940	
               2.120	             0.03977	             0.03932	            13.01467	
               2.130	             0.03935	             0.03890	            12.93588	
               2.140	             0.03893	             0.03847	            12.85380	
               2.150	             0.03851	             0.03804	            12.76990	
               2.160	             0.03809	             0.03762	            12.68558	
               2.170	             0.03767	             0.03720	            12.60311	
               2.180	             0.03727	             0.03679	            12.52290	
               2.190	             0.03687	             0.03640	            12.44591	
               2.200	             0.03650	             0.03602	            12.37330	
               2.210	             0.03614	             0.03566	            12.30611	
               2.220	             0.03580	             0.03533	            12.24532	
               2.230	             0.03549	             0.03502	            12.19184	
               2.240	             0.03520	             0.03473	            12.14645	
               2.250	             0.03494	             0.03447	            12.10989	
               2.260	             0.03471	             0.03424	            12.08280	
               2.270	             0.03450	             0.03404	            12.06573	
               2.280	             0.03433	             0.03388	            12.05916	
               2.290	             0.03419	             0.03374	            12.06348	
               2.300	             0.03409	             0.03364	            12.07901	
               2.310	             0.03401	             0.03357	            12.10601	
               2.320	             0.03397	             0.03353	            12.14473	
               2.330	             0.03396	             0.03352	            12.19581	
               2.340	             0.03399	             0.03355	            12.25867	
               2.350	             0.03404	             0.03361	            12.33329	
               2.360	             0.03413	             0.03371	            12.41956	
               2.370	             0.03425	             0.03383	            12.51733	
               2.380	             0.03439	             0.03398	            12.62641	
               2.390	             0.03457	             0.03416	            12.74652	
               2.400	             0.03477	             0.03437	            12.87735	
               2.410	             0.03500	             0.03460	            13.01857	
               2.420	             0.03526	             0.03486	            13.16975	
               2.430	             0.03554	             0.03514	            13.33046	
               2.440	             0.03584	             0.03544	            13.50023	
               2.450	             0.03616	             0.03576	            13.67852	
               2.460	             0.03650	             0.03610	            13.86479	
               2.470	             0.03686	             0.03645	            14.05845	
               2.480	             0.03723	             0.03683	            14.25889	
               2.490	             0.03762	             0.03721	            14.46547	
               2.500	             0.03802	             0.03760	            14.67752	
               2.510	             0.03842	             0.03801	            14.89436	
               2.520	             0.03884	             0.03842	            15.11529	
               2.530	             0.03927	             0.03883	            15.33958	
               2.540	             0.03970	             0.03925	            15.56651	
               2.550	             0.04013	             0.03967	            15.79533	
               2.560	             0.04056	             0.04010	            16.02653	
               2.570	             0.04099	             0.04052	            16.25844	
               2.580	             0.04142	             0.04094	            16.49014	
               2.590	             0.04184	             0.04135	            16.72088	
               2.600	             0.04226	             0.04176	            16.95069	
               2.610	             0.04267	             0.04216	            17.17940	
               2.620	             0.04308	             0.04255	            17.40508	
               2.630	             0.04347	             0.04293	            17.62702	
               2.640	             0.04385	             0.04330	            17.84658	
               2.650	             0.04422	             0.04365	            18.06159	
               2.660	             0.04457	             0.04399	            18.27093	
               2.670	             0.04491	             0.04432	            18.47588	
               2.680	             0.04523	             0.04463	            18.67499	
               2.690	             0.04553	             0.04492	            18.86669	
               2.700	             0.04582	             0.04520	            19.05291	
               2.710	             0.04609	             0.04545	            19.23142	
               2.720	             0.04633	             0.04569	            19.40159	
               2.730	             0.04656	             0.04590	            19.56524	
               2.740	             0.04676	             0.04609	            19.71908	
               2.750	             0.04695	             0.04627	            19.86586	
               2.760	             0.04711	             0.04642	            20.00261	
               2.770	             0.04725	             0.04655	            20.13150	
               2.780	             0.04736	             0.04665	            20.24997	
               2.790	             0.04746	             0.04674	            20.36063	
               2.800	             0.04753	             0.04680	            20.46078	
               2.810	             0.04757	             0.04684	            20.55210	
               2.820	             0.04759	             0.04687	            20.63431	
               2.830	             0.04759	             0.04687	            20.70750	
               2.840	             0.04756	             0.04693	            20.81042	
               2.850	             0.04750	             0.04705	            20.93446	
               2.860	             0.04743	             0.04714	            21.05075	
               2.870	             0.04745	             0.04722	            21.15790	
               2.880	             0.04755	             0.04727	            21.25428	
               2.890	             0.04762	             0.04730	            21.34174	
               2.900	             0.04767	             0.04730	            21.41735	
               2.910	             0.04770	             0.04729	            21.48367	
               2.920	             0.04770	             0.04724	            21.53725	
               2.930	             0.04768	             0.04718	            21.58233	
               2.940	             0.04762	             0.04709	            21.61467	
               2.950	             0.04755	             0.04698	            21.63718	
               2.960	             0.04746	             0.04684	            21.64845	
               2.970	             0.04734	             0.04669	            21.64842	
               2.980	             0.04719	             0.04651	            21.63897	
               2.990	             0.04702	             0.04631	            21.61720	
               3.000	             0.04683	             0.04609	            21.58723	
               3.010	             0.04662	             0.04635	            21.78132	
               3.020	             0.04690	             0.04663	            21.98837	
               3.030	             0.04720	             0.04690	            22.18528	
               3.040	             0.04748	             0.04714	            22.37334	
               3.050	             0.04773	             0.04736	            22.55118	
               3.060	             0.04796	             0.04755	            22.71840	
               3.070	             0.04816	             0.04773	            22.87684	
               3.080	             0.04834	             0.04788	            23.02505	
               3.090	             0.04850	             0.04801	            23.16316	
               3.100	             0.04863	             0.04812	            23.29207	
               3.110	             0.04874	             0.04822	            23.41193	
               3.120	             0.04883	             0.04829	            23.52222	
               3.130	             0.04889	             0.04834	            23.62311	
               3.140	             0.04893	             0.04837	            23.71483	
               3.150	             0.04895	             0.04839	            23.79846	
               3.160	             0.04895	             0.04839	            23.87336	
               3.170	             0.04893	             0.04837	            23.93994	
               3.180	             0.04889	             0.04834	            23.99867	
               3.190	             0.04883	             0.04829	            24.05004	
               3.200	             0.04875	             0.04823	            24.09543	
               3.210	             0.04865	             0.04816	            24.13729	
               3.220	             0.04854	             0.04810	            24.18157	
               3.230	             0.04842	             0.04803	            24.22322	
               3.240	             0.04829	             0.04796	            24.25976	
               3.250	             0.04814	             0.04787	            24.28975	
               3.260	             0.04799	             0.04777	            24.31280	
               3.270	             0.04791	             0.04765	            24.32856	
               3.280	             0.04781	             0.04752	            24.33705	
               3.290	             0.04770	             0.04738	            24.33895	
               3.300	             0.04757	             0.04723	            24.33325	
               3.310	             0.04743	             0.04706	            24.31997	
               3.320	             0.04728	             0.04688	            24.30086	
               3.330	             0.04711	             0.04669	            24.27417	
               3.340	             0.04693	             0.04649	            24.24100	
               3.350	             0.04673	             0.04627	            24.20162	
               3.360	             0.04653	             0.04604	            24.15518	
               3.370	             0.04631	             0.04581	            24.10378	
               3.380	             0.04608	             0.04556	            24.04537	
               3.390	             0.04584	             0.04531	            23.98236	
               3.400	             0.04559	             0.04505	            23.91332	
               3.410	             0.04532	             0.04478	            23.83935	
               3.420	             0.04506	             0.04450	            23.76100	
               3.430	             0.04478	             0.04421	            23.67798	
               3.440	             0.04449	             0.04392	            23.59104	
               3.450	             0.04420	             0.04363	            23.50080	
               3.460	             0.04390	             0.04333	            23.40760	
               3.470	             0.04359	             0.04303	            23.31159	
               3.480	             0.04328	             0.04272	            23.21380	
               3.490	             0.04296	             0.04245	            23.12979	
               3.500	             0.04263	             0.04219	            23.05651	
               3.510	             0.04231	             0.04193	            22.98025	
               3.520	             0.04198	             0.04167	            22.90123	
               3.530	             0.04164	             0.04140	            22.81922	
               3.540	             0.04135	             0.04113	            22.73338	
               3.550	             0.04111	             0.04086	            22.64547	
               3.560	             0.04085	             0.04058	            22.55350	
               3.570	             0.04059	             0.04029	            22.45982	
               3.580	             0.04032	             0.04001	            22.36239	
               3.590	             0.04006	             0.03972	            22.26311	
               3.600	             0.03978	             0.03943	            22.16114	
               3.610	             0.03951	             0.03913	            22.05631	
               3.620	             0.03923	             0.03884	            21.95052	
               3.630	             0.03895	             0.03854	            21.84206	
               3.640	             0.03866	             0.03824	            21.73157	
               3.650	             0.03838	             0.03794	            21.62038	
               3.660	             0.03809	             0.03764	            21.50712	
               3.670	             0.03780	             0.03733	            21.39225	
               3.680	             0.03751	             0.03703	            21.27725	
               3.690	             0.03722	             0.03673	            21.16072	
               3.700	             0.03693	             0.03643	            21.04285	
               3.710	             0.03664	             0.03613	            20.92548	
               3.720	             0.03635	             0.03582	            20.80706	
               3.730	             0.03605	             0.03552	            20.68778	
               3.740	             0.03576	             0.03523	            20.56913	
               3.750	             0.03547	             0.03493	            20.45008	
               3.760	             0.03518	             0.03463	            20.33058	
               3.770	             0.03490	             0.03434	            20.21187	
               3.780	             0.03461	             0.03405	            20.09327	
               3.790	             0.03433	             0.03376	            19.97460	
               3.800	             0.03404	             0.03347	            19.85694	
               3.810	             0.03376	             0.03318	            19.73974	
               3.820	             0.03348	             0.03290	            19.62279	
               3.830	             0.03320	             0.03262	            19.50713	
               3.840	             0.03293	             0.03234	            19.39215	
               3.850	             0.03265	             0.03207	            19.27769	
               3.860	             0.03239	             0.03180	            19.16488	
               3.870	             0.03212	             0.03153	            19.05278	
               3.880	             0.03185	             0.03127	            18.94167	
               3.890	             0.03159	             0.03101	            18.83216	
               3.900	             0.03133	             0.03075	            18.72351	
               3.910	             0.03108	             0.03049	            18.61635	
               3.920	             0.03082	             0.03024	            18.51056	
               3.930	             0.03057	             0.03000	            18.40580	
               3.940	             0.03033	             0.02975	            18.30298	
               3.950	             0.03008	             0.02951	            18.20129	
               3.960	             0.02984	             0.02928	            18.10110	
               3.970	             0.02961	             0.02904	            18.00257	
               3.980	             0.02938	             0.02881	            17.90530	
               3.990	             0.02915	             0.02859	            17.81001	
               4.000	             0.02892	             0.02837	            17.71609	
               4.010	             0.02870	             0.02815	            17.62408	
               4.020	             0.02848	             0.02794	            17.53667	
               4.030	             0.02826	             0.02774	            17.45261	
               4.040	             0.02805	             0.02754	            17.37046	
               4.050	             0.02784	             0.02734	            17.29010	
               4.060	             0.02763	             0.02715	            17.21160	
               4.070	             0.02743	             0.02696	            17.13486	
               4.080	             0.02723	             0.02678	            17.05981	
               4.090	             0.02704	             0.02660	            16.98641	
               4.100	             0.02684	             0.02642	            16.91472	
               4.110	             0.02665	             0.02625	            16.84474	
               4.120	             0.02647	             0.02608	            16.77621	
               4.130	             0.02628	             0.02591	            16.70935	
               4.140	             0.02610	             0.02575	            16.64394	
               4.150	             0.02593	             0.02559	            16.58003	
               4.160	             0.02575	             0.02543	            16.51763	
               4.170	             0.02558	             0.02528	            16.45662	
               4.180	             0.02542	             0.02512	            16.39714	
               4.190	             0.02525	             0.02498	            16.33898	
               4.200	             0.02509	             0.02483	            16.28235	
               4.210	             0.02493	             0.02469	            16.22697	
               4.220	             0.02477	             0.02455	            16.17748	
               4.230	             0.02462	             0.02443	            16.13256	
               4.240	             0.02447	             0.02430	            16.08916	
               4.250	             0.02432	             0.02418	            16.04687	
               4.260	             0.02417	             0.02406	            16.00586	
               4.270	             0.02403	             0.02395	            15.96614	
               4.280	             0.02394	             0.02383	            15.92752	
               4.290	             0.02389	             0.02376	            15.91353	
               4.300	             0.02384	             0.02370	            15.91402	
               4.310	             0.02379	             0.02365	            15.91496	
               4.320	             0.02375	             0.02360	            15.91671	
               4.330	             0.02370	             0.02355	            15.91873	
               4.340	             0.02365	             0.02350	            15.92105	
               4.350	             0.02361	             0.02345	            15.92433	
               4.360	             0.02357	             0.02340	            15.92791	
               4.370	             0.02352	             0.02335	            15.93180	
               4.380	             0.02348	             0.02330	            15.93598	
               4.390	             0.02344	             0.02326	            15.94110	
               4.400	             0.02340	             0.02321	            15.94653	
               4.410	             0.02336	             0.02317	            15.95226	
               4.420	             0.02332	             0.02312	            15.95829	
               4.430	             0.02328	             0.02308	            15.96479	
               4.440	             0.02324	             0.02304	            15.97203	
               4.450	             0.02320	             0.02300	            15.97954	
               4.460	             0.02317	             0.02296	            15.98732	
               4.470	             0.02313	             0.02292	            15.99538	
               4.480	             0.02310	             0.02288	            16.00373	
               4.490	             0.02307	             0.02284	            16.01292	
               4.500	             0.02304	             0.02280	            16.02234	
               4.510	             0.02301	             0.02277	            16.03201	
               4.520	             0.02298	             0.02273	            16.04191	
               4.530	             0.02295	             0.02270	            16.05202	
               4.540	             0.02292	             0.02266	            16.06257	
               4.550	             0.02289	             0.02263	            16.07369	
               4.560	             0.02286	             0.02259	            16.08501	
               4.570	             0.02283	             0.02256	            16.09650	
               4.580	             0.02280	             0.02253	            16.10816	
               4.590	             0.02278	             0.02249	            16.11998	
               4.600	             0.02275	             0.02246	            16.13217	
               4.610	             0.02273	             0.02243	            16.14485	
               4.620	             0.02270	             0.02240	            16.15766	
               4.630	             0.02267	             0.02237	            16.17058	
               4.640	             0.02265	             0.02234	            16.18359	
               4.650	             0.02262	             0.02231	            16.19670	
               4.660	             0.02260	             0.02228	            16.21010	
               4.670	             0.02258	             0.02225	            16.22392	
               4.680	             0.02255	             0.02222	            16.23778	
               4.690	             0.02253	             0.02219	            16.25168	
               4.700	             0.02251	             0.02217	            16.26561	
               4.710	             0.02248	             0.02214	            16.27954	
               4.720	             0.02246	             0.02211	            16.29393	
               4.730	             0.02244	             0.02208	            16.30843	
               4.740	             0.02241	             0.02206	            16.32289	
               4.750	             0.02239	             0.02207	            16.36971	
               4.760	             0.02237	             0.02214	            16.45708	
               4.770	             0.02234	             0.02221	            16.54182	
               4.780	             0.02239	             0.02227	            16.62336	
               4.790	             0.02244	             0.02233	            16.70214	
               4.800	             0.02250	             0.02239	            16.77820	
               4.810	             0.02255	             0.02244	            16.85134	
               4.820	             0.02260	             0.02249	            16.92205	
               4.830	             0.02264	             0.02253	            16.99099	
               4.840	             0.02268	             0.02257	            17.05834	
               4.850	             0.02272	             0.02261	            17.12306	
               4.860	             0.02275	             0.02265	            17.18454	
               4.870	             0.02278	             0.02268	            17.24241	
               4.880	             0.02282	             0.02270	            17.29686	
               4.890	             0.02284	             0.02272	            17.34834	
               4.900	             0.02286	             0.02274	            17.39818	
               4.910	             0.02288	             0.02276	            17.44808	
               4.920	             0.02288	             0.02278	            17.49693	
               4.930	             0.02288	             0.02279	            17.54326	
               4.940	             0.02289	             0.02280	            17.58624	
               4.950	             0.02291	             0.02281	            17.62601	
               4.960	             0.02292	             0.02281	            17.66254	
               4.970	             0.02292	             0.02280	            17.69524	
               4.980	             0.02292	             0.02280	            17.72460	
               4.990	             0.02291	             0.02278	            17.75109	
               5.000	             0.02289	             0.02277	            17.77497	
               5.010	             0.02287	             0.02275	            17.79527	
               5.020	             0.02285	             0.02273	            17.81156	
               5.030	             0.02282	             0.02270	            17.82347	
               5.040	             0.02279	             0.02266	            17.83104	
               5.050	             0.02275	             0.02262	            17.83439	
               5.060	             0.02272	             0.02257	            17.83409	
               5.070	             0.02267	             0.02252	            17.83016	
               5.080	             0.02262	             0.02247	            17.82338	
               5.090	             0.02256	             0.02242	            17.81480	
               5.100	             0.02249	             0.02236	            17.80509	
               5.110	             0.02242	             0.02230	            17.79353	
               5.120	             0.02234	             0.02224	            17.77903	
               5.130	             0.02227	             0.02218	            17.76121	
               5.140	             0.02222	             0.02211	            17.74004	
               5.150	             0.02223	             0.02203	            17.71529	
               5.160	             0.02223	             0.02202	            17.74049	
               5.170	             0.02224	             0.02202	            17.77771	
               5.180	             0.02225	             0.02203	            17.81440	
               5.190	             0.02225	             0.02203	            17.85065	
               5.200	             0.02226	             0.02203	            17.88685	
               5.210	             0.02226	             0.02203	            17.92250	
               5.220	             0.02227	             0.02203	            17.95757	
               5.230	             0.02227	             0.02203	            17.99255	
               5.240	             0.02228	             0.02203	            18.02707	
               5.250	             0.02228	             0.02203	            18.06100	
               5.260	             0.02228	             0.02203	            18.09456	
               5.270	             0.02228	             0.02204	            18.13516	
               5.280	             0.02228	             0.02205	            18.18120	
               5.290	             0.02228	             0.02207	            18.22697	
               5.300	             0.02228	             0.02208	            18.27236	
               5.310	             0.02228	             0.02209	            18.31758	
               5.320	             0.02228	             0.02211	            18.36229	
               5.330	             0.02228	             0.02212	            18.40672	
               5.340	             0.02228	             0.02213	            18.45072	
               5.350	             0.02227	             0.02214	            18.49417	
               5.360	             0.02227	             0.02215	            18.53743	
               5.370	             0.02228	             0.02216	            18.58000	
               5.380	             0.02230	             0.02217	            18.62225	
               5.390	             0.02231	             0.02218	            18.66404	
               5.400	             0.02232	             0.02219	            18.70515	
               5.410	             0.02234	             0.02219	            18.74613	
               5.420	             0.02235	             0.02220	            18.78637	
               5.430	             0.02236	             0.02221	            18.82634	
               5.440	             0.02237	             0.02221	            18.86572	
               5.450	             0.02238	             0.02222	            18.90484	
               5.460	             0.02240	             0.02222	            18.94351	
               5.470	             0.02240	             0.02223	            18.98197	
               5.480	             0.02241	             0.02223	            19.02042	
               5.490	             0.02242	             0.02224	            19.05921	
               5.500	             0.02243	             0.02224	            19.09820	
               5.510	             0.02244	             0.02225	            19.13713	
               5.520	             0.02244	             0.02225	            19.17581	
               5.530	             0.02245	             0.02225	            19.21410	
               5.540	             0.02245	             0.02226	            19.25197	
               5.550	             0.02245	             0.02226	            19.28962	
               5.560	             0.02245	             0.02226	            19.32688	
               5.570	             0.02246	             0.02227	            19.36379	
               5.580	             0.02246	             0.02227	            19.40046	
               5.590	             0.02246	             0.02227	            19.43702	
               5.600	             0.02246	             0.02227	            19.47383	
               5.610	             0.02245	             0.02228	            19.51137	
               5.620	             0.02245	             0.02228	            19.54966	
               5.630	             0.02245	             0.02228	            19.58883	
               5.640	             0.02244	             0.02229	            19.62873	
               5.650	             0.02244	             0.02230	            19.67417	
               5.660	             0.02243	             0.02232	            19.72394	
               5.670	             0.02243	             0.02234	            19.77351	
               5.680	             0.02242	             0.02235	            19.82274	
               5.690	             0.02242	             0.02237	            19.87167	
               5.700	             0.02244	             0.02238	            19.92014	
               5.710	             0.02246	             0.02240	            19.96807	
               5.720	             0.02249	             0.02241	            20.01557	
               5.730	             0.02251	             0.02243	            20.06262	
               5.740	             0.02253	             0.02244	            20.10898	
               5.750	             0.02255	             0.02245	            20.15498	
               5.760	             0.02257	             0.02246	            20.20022	
               5.770	             0.02258	             0.02247	            20.24498	
               5.780	             0.02260	             0.02248	            20.28891	
               5.790	             0.02262	             0.02249	            20.33242	
               5.800	             0.02263	             0.02250	            20.37498	
               5.810	             0.02264	             0.02251	            20.41708	
               5.820	             0.02266	             0.02251	            20.45836	
               5.830	             0.02267	             0.02252	            20.49878	
               5.840	             0.02268	             0.02253	            20.53877	
               5.850	             0.02269	             0.02253	            20.57779	
               5.860	             0.02270	             0.02253	            20.61609	
