        Period [sec]	     Acc./Damp.=5.0%	  PS-Acc./Damp.=5.0%	  PS-Vel./Damp.=5.0%	
               0.480	             1.35006	             1.34302	           100.65001	
               0.490	             1.22857	             1.22284	            93.55260	
               0.500	             1.08309	             1.07899	            84.23222	
               0.510	             0.94798	             0.94425	            75.18730	
               0.520	             0.88510	             0.88125	            71.54684	
               0.530	             0.84140	             0.83763	            69.31365	
               0.540	             0.79961	             0.79556	            67.07445	
               0.550	             0.76396	             0.75963	            65.23072	
               0.560	             0.74036	             0.73677	            64.41803	
               0.570	             0.72741	             0.72347	            64.38482	
               0.580	             0.72415	             0.72065	            65.25952	
               0.590	             0.72640	             0.72266	            66.56942	
               0.600	             0.72920	             0.72532	            67.94669	
               0.610	             0.77598	             0.77234	            73.55811	
               0.620	             0.83435	             0.83052	            80.39543	
               0.630	             0.89142	             0.88728	            87.27551	
               0.640	             0.94090	             0.93655	            93.58341	
               0.650	             0.97989	             0.97521	            98.96989	
               0.660	             1.01092	             1.00584	           103.64805	
               0.670	             1.07243	             1.06691	           111.60768	
               0.680	             1.10899	             1.10266	           117.06899	
               0.690	             1.12228	             1.11612	           120.23965	
               0.700	             1.11122	             1.10560	           120.83340	
               0.710	             1.08243	             1.07625	           119.30575	
               0.720	             1.03791	             1.03241	           116.05807	
               0.730	             0.98220	             0.97632	           111.27689	
               0.740	             0.91874	             0.91403	           105.60457	
               0.750	             0.85260	             0.84786	            99.28314	
               0.760	             0.78539	             0.78120	            92.69677	
               0.770	             0.73148	             0.72736	            87.44402	
               0.780	             0.68780	             0.68379	            83.27391	
               0.790	             0.64496	             0.64080	            79.03869	
               0.800	             0.60382	             0.59923	            74.84621	
               0.810	             0.56379	             0.55974	            70.78788	
               0.820	             0.52502	             0.52128	            66.73793	
               0.830	             0.50227	             0.49837	            64.58351	
               0.840	             0.48250	             0.47848	            62.75242	
               0.850	             0.46394	             0.46067	            61.13560	
               0.860	             0.44701	             0.44378	            59.58783	
               0.870	             0.43116	             0.42769	            58.09489	
               0.880	             0.41597	             0.41242	            56.66477	
               0.890	             0.40139	             0.39833	            55.35061	
               0.900	             0.38746	             0.38474	            54.06348	
               0.910	             0.37458	             0.37168	            52.80849	
               0.920	             0.36226	             0.35919	            51.59430	
               0.930	             0.35055	             0.34756	            50.46596	
               0.940	             0.33950	             0.33677	            49.42586	
               0.950	             0.32915	             0.32665	            48.45014	
               0.960	             0.31958	             0.31722	            47.54649	
               0.970	             0.31097	             0.30848	            46.71866	
               0.980	             0.30302	             0.30041	            45.96578	
               0.990	             0.29569	             0.29307	            45.30004	
               1.000	             0.28933	             0.28710	            44.82525	
               1.010	             0.28405	             0.28165	            44.41344	
               1.020	             0.27767	             0.27517	            43.82156	
               1.030	             0.27071	             0.26852	            43.18260	
               1.040	             0.26518	             0.26281	            42.67341	
               1.050	             0.25958	             0.25730	            42.18115	
               1.060	             0.25378	             0.25164	            41.64690	
               1.070	             0.24769	             0.24569	            41.04447	
               1.080	             0.24153	             0.23935	            40.35890	
               1.090	             0.23498	             0.23284	            39.62565	
               1.100	             0.22796	             0.22595	            38.80484	
               1.110	             0.22519	             0.22291	            38.63124	
               1.120	             0.22549	             0.22321	            39.03190	
               1.130	             0.22728	             0.22499	            39.69450	
               1.140	             0.23026	             0.22797	            40.57668	
               1.150	             0.23407	             0.23179	            41.61798	
               1.160	             0.23828	             0.23601	            42.74481	
               1.170	             0.24244	             0.24019	            43.87631	
               1.180	             0.24631	             0.24389	            44.93254	
               1.190	             0.24953	             0.24715	            45.91925	
               1.200	             0.25158	             0.24924	            46.69701	
               1.210	             0.25256	             0.25024	            47.27556	
               1.220	             0.25218	             0.24990	            47.60009	
               1.230	             0.25046	             0.24838	            47.69960	
               1.240	             0.24736	             0.24555	            47.53940	
               1.250	             0.24325	             0.24158	            47.14813	
               1.260	             0.23815	             0.23665	            46.55535	
               1.270	             0.23231	             0.23093	            45.79072	
               1.280	             0.22585	             0.22448	            44.86242	
               1.290	             0.21882	             0.21746	            43.79778	
               1.300	             0.21152	             0.21016	            42.65710	
               1.310	             0.20407	             0.20278	            41.47477	
               1.320	             0.19671	             0.19543	            40.27648	
               1.330	             0.18992	             0.18897	            39.24015	
               1.340	             0.18904	             0.18797	            39.32556	
               1.350	             0.18989	             0.18800	            39.62521	
               1.360	             0.19154	             0.18964	            40.26820	
               1.370	             0.19307	             0.19117	            40.89157	
               1.380	             0.19435	             0.19240	            41.45380	
               1.390	             0.19532	             0.19331	            41.95334	
               1.400	             0.19600	             0.19416	            42.44013	
               1.410	             0.19662	             0.19472	            42.86558	
               1.420	             0.19694	             0.19502	            43.23680	
               1.430	             0.19698	             0.19523	            43.58889	
               1.440	             0.19695	             0.19516	            43.87673	
               1.450	             0.19667	             0.19499	            44.14349	
               1.460	             0.19622	             0.19460	            44.36014	
               1.470	             0.19565	             0.19409	            44.54547	
               1.480	             0.19491	             0.19342	            44.69346	
               1.490	             0.19870	             0.19769	            45.98940	
               1.500	             0.20576	             0.20463	            47.92375	
               1.510	             0.21286	             0.21167	            49.90174	
               1.520	             0.22008	             0.21875	            51.91307	
               1.530	             0.22706	             0.22567	            53.90718	
               1.540	             0.23378	             0.23224	            55.83919	
               1.550	             0.24007	             0.23843	            57.70032	
               1.560	             0.24575	             0.24408	            59.44994	
               1.570	             0.25074	             0.24907	            61.05231	
               1.580	             0.25499	             0.25329	            62.48423	
               1.590	             0.25844	             0.25670	            63.72415	
               1.600	             0.26101	             0.25921	            64.75391	
               1.610	             0.26262	             0.26081	            65.56132	
               1.620	             0.26324	             0.26150	            66.14115	
               1.630	             0.26298	             0.26132	            66.50335	
               1.640	             0.26188	             0.26041	            66.67915	
               1.650	             0.26012	             0.25869	            66.64252	
               1.660	             0.25764	             0.25631	            66.42965	
               1.670	             0.25456	             0.25328	            66.03902	
               1.680	             0.25086	             0.24977	            65.51498	
               1.690	             0.24692	             0.24614	            64.94717	
               1.700	             0.24343	             0.24272	            64.42427	
               1.710	             0.24012	             0.23920	            63.86329	
               1.720	             0.23637	             0.23533	            63.19724	
               1.730	             0.23210	             0.23096	            62.38442	
               1.740	             0.22726	             0.22599	            61.39470	
               1.750	             0.22175	             0.22052	            60.25272	
               1.760	             0.21585	             0.21456	            58.95948	
               1.770	             0.21139	             0.20970	            57.95002	
               1.780	             0.20627	             0.20460	            56.86235	
               1.790	             0.20151	             0.19894	            55.59862	
               1.800	             0.20045	             0.19786	            55.60698	
               1.810	             0.19896	             0.19640	            55.50244	
               1.820	             0.19720	             0.19469	            55.32209	
               1.830	             0.19500	             0.19259	            55.02812	
               1.840	             0.19260	             0.19023	            54.64885	
               1.850	             0.18982	             0.18759	            54.18358	
               1.860	             0.18683	             0.18463	            53.61697	
               1.870	             0.18357	             0.18152	            52.99711	
               1.880	             0.18005	             0.17815	            52.29285	
               1.890	             0.17640	             0.17458	            51.51508	
               1.900	             0.17253	             0.17083	            50.67694	
               1.910	             0.16851	             0.16698	            49.79498	
               1.920	             0.16436	             0.16304	            48.87333	
               1.930	             0.16327	             0.16234	            48.91837	
               1.940	             0.16342	             0.16262	            49.25535	
               1.950	             0.16357	             0.16297	            49.61677	
               1.960	             0.16524	             0.16436	            50.29607	
               1.970	             0.16685	             0.16584	            51.00901	
               1.980	             0.16831	             0.16722	            51.69472	
               1.990	             0.16962	             0.16850	            52.35442	
               2.000	             0.17088	             0.16964	            52.97079	
               2.010	             0.17199	             0.17072	            53.57574	
               2.020	             0.17297	             0.17167	            54.14066	
               2.030	             0.17390	             0.17247	            54.66518	
               2.040	             0.17470	             0.17325	            55.18014	
               2.050	             0.17536	             0.17388	            55.65338	
               2.060	             0.17596	             0.17438	            56.08537	
               2.070	             0.17647	             0.17484	            56.50674	
               2.080	             0.17685	             0.17519	            56.89206	
               2.090	             0.17710	             0.17541	            57.23759	
               2.100	             0.17734	             0.17554	            57.55615	
               2.110	             0.17746	             0.17563	            57.85786	
               2.120	             0.17746	             0.17559	            58.12143	
               2.130	             0.17736	             0.17545	            58.34756	
               2.140	             0.17723	             0.17525	            58.55519	
               2.150	             0.17701	             0.17499	            58.74169	
               2.160	             0.17669	             0.17463	            58.89264	
               2.170	             0.17627	             0.17417	            59.00884	
               2.180	             0.17577	             0.17366	            59.10796	
               2.190	             0.17525	             0.17310	            59.18896	
               2.200	             0.17465	             0.17246	            59.23725	
               2.210	             0.17396	             0.17173	            59.25369	
               2.220	             0.17319	             0.17095	            59.25174	
               2.230	             0.17234	             0.17014	            59.23752	
               2.240	             0.17150	             0.16925	            59.19357	
               2.250	             0.17058	             0.16829	            59.12077	
               2.260	             0.16960	             0.16729	            59.02928	
               2.270	             0.16854	             0.16627	            58.93032	
               2.280	             0.16743	             0.16519	            58.80465	
               2.290	             0.16630	             0.16405	            58.65317	
               2.300	             0.16514	             0.16287	            58.48508	
               2.310	             0.16393	             0.16168	            58.31179	
               2.320	             0.16266	             0.16044	            58.11479	
               2.330	             0.16134	             0.15915	            57.89497	
               2.340	             0.16000	             0.15783	            57.66165	
               2.350	             0.15866	             0.15651	            57.42415	
               2.360	             0.15727	             0.15514	            57.16585	
               2.370	             0.15584	             0.15374	            56.88762	
               2.380	             0.15438	             0.15231	            56.59710	
               2.390	             0.15292	             0.15089	            56.30506	
               2.400	             0.15144	             0.14943	            55.99501	
               2.410	             0.14994	             0.14794	            55.66778	
               2.420	             0.14840	             0.14643	            55.32489	
               2.430	             0.14686	             0.14493	            54.98743	
               2.440	             0.14532	             0.14341	            54.63459	
               2.450	             0.14376	             0.14187	            54.26714	
               2.460	             0.14218	             0.14030	            53.88586	
               2.470	             0.14059	             0.13873	            53.50044	
               2.480	             0.13902	             0.13717	            53.11309	
               2.490	             0.13743	             0.13559	            52.71353	
               2.500	             0.13583	             0.13400	            52.30246	
               2.510	             0.13421	             0.13239	            51.88059	
               2.520	             0.13261	             0.13078	            51.45631	
               2.530	             0.13101	             0.12919	            51.03201	
               2.540	             0.12940	             0.12759	            50.59833	
               2.550	             0.12778	             0.12598	            50.15591	
               2.560	             0.12616	             0.12436	            49.70538	
               2.570	             0.12454	             0.12273	            49.24733	
               2.580	             0.12294	             0.12114	            48.79571	
               2.590	             0.12134	             0.11954	            48.33898	
               2.600	             0.11973	             0.11794	            47.87595	
               2.610	             0.11813	             0.11634	            47.40715	
               2.620	             0.11652	             0.11473	            46.93310	
               2.630	             0.11492	             0.11313	            46.45434	
               2.640	             0.11333	             0.11155	            45.97926	
               2.650	             0.11176	             0.10998	            45.50482	
               2.660	             0.11019	             0.10842	            45.02664	
               2.670	             0.10863	             0.10686	            44.54517	
               2.680	             0.10707	             0.10530	            44.06085	
               2.690	             0.10552	             0.10375	            43.57412	
               2.700	             0.10398	             0.10221	            43.08537	
               2.710	             0.10244	             0.10068	            42.59851	
               2.720	             0.10091	             0.09917	            42.11678	
               2.730	             0.09941	             0.09768	            41.63378	
               2.740	             0.09792	             0.09619	            41.14987	
               2.750	             0.09644	             0.09471	            40.66541	
               2.760	             0.09497	             0.09324	            40.18071	
               2.770	             0.09352	             0.09179	            39.69611	
               2.780	             0.09207	             0.09034	            39.21191	
               2.790	             0.09064	             0.08891	            38.72840	
               2.800	             0.08922	             0.08749	            38.24845	
               2.810	             0.08781	             0.08610	            37.77426	
               2.820	             0.08641	             0.08472	            37.30124	
               2.830	             0.08503	             0.08335	            36.82964	
               2.840	             0.08367	             0.08200	            36.35970	
               2.850	             0.08232	             0.08066	            35.89165	
               2.860	             0.08099	             0.07933	            35.42571	
               2.870	             0.07968	             0.07802	            34.96209	
               2.880	             0.07838	             0.07673	            34.50098	
               2.890	             0.07710	             0.07545	            34.04256	
               2.900	             0.07584	             0.07418	            33.58702	
               2.910	             0.07458	             0.07293	            33.13453	
               2.920	             0.07335	             0.07169	            32.68523	
               2.930	             0.07213	             0.07048	            32.24202	
               2.940	             0.07092	             0.06928	            31.80352	
               2.950	             0.06974	             0.06811	            31.36842	
               2.960	             0.06856	             0.06694	            30.93683	
               2.970	             0.06752	             0.06640	            30.78837	
               2.980	             0.06707	             0.06592	            30.67291	
               2.990	             0.06662	             0.06546	            30.55656	
               3.000	             0.06615	             0.06497	            30.43339	
               3.010	             0.06567	             0.06448	            30.30369	
               3.020	             0.06519	             0.06398	            30.16780	
               3.030	             0.06482	             0.06347	            30.02602	
               3.040	             0.06469	             0.06307	            29.93509	
               3.050	             0.06452	             0.06288	            29.94485	
               3.060	             0.06432	             0.06269	            29.94982	
               3.070	             0.06409	             0.06246	            29.93933	
               3.080	             0.06383	             0.06221	            29.91395	
               3.090	             0.06354	             0.06192	            29.87423	
               3.100	             0.06323	             0.06162	            29.82404	
               3.110	             0.06292	             0.06131	            29.76835	
               3.120	             0.06258	             0.06097	            29.69974	
               3.130	             0.06221	             0.06061	            29.61872	
               3.140	             0.06183	             0.06023	            29.52589	
               3.150	             0.06142	             0.05984	            29.43188	
               3.160	             0.06100	             0.05944	            29.32678	
               3.170	             0.06056	             0.05902	            29.21109	
               3.180	             0.06011	             0.05859	            29.08955	
               3.190	             0.05965	             0.05815	            28.96356	
               3.200	             0.05918	             0.05770	            28.82816	
               3.210	             0.05869	             0.05724	            28.68981	
               3.220	             0.05819	             0.05678	            28.54585	
               3.230	             0.05768	             0.05658	            28.53123	
               3.240	             0.05716	             0.05638	            28.52169	
               3.250	             0.05663	             0.05617	            28.50295	
               3.260	             0.05630	             0.05595	            28.47910	
               3.270	             0.05611	             0.05572	            28.44843	
               3.280	             0.05590	             0.05547	            28.40821	
               3.290	             0.05567	             0.05522	            28.36660	
               3.300	             0.05543	             0.05496	            28.31562	
               3.310	             0.05518	             0.05468	            28.25681	
               3.320	             0.05492	             0.05440	            28.19640	
               3.330	             0.05464	             0.05410	            28.12758	
               3.340	             0.05435	             0.05379	            28.05071	
               3.350	             0.05405	             0.05348	            27.97226	
               3.360	             0.05375	             0.05316	            27.88790	
               3.370	             0.05344	             0.05283	            27.79636	
               3.380	             0.05311	             0.05249	            27.69797	
               3.390	             0.05277	             0.05214	            27.59947	
               3.400	             0.05243	             0.05180	            27.49535	
               3.410	             0.05209	             0.05144	            27.38518	
               3.420	             0.05174	             0.05107	            27.26927	
               3.430	             0.05138	             0.05070	            27.15041	
               3.440	             0.05101	             0.05033	            27.03034	
               3.450	             0.05064	             0.04995	            26.90523	
               3.460	             0.05027	             0.04956	            26.77537	
               3.470	             0.04990	             0.04917	            26.64104	
               3.480	             0.04952	             0.04878	            26.50400	
               3.490	             0.04913	             0.04839	            26.36726	
               3.500	             0.04874	             0.04799	            26.22666	
               3.510	             0.04834	             0.04759	            26.08245	
               3.520	             0.04795	             0.04719	            25.93486	
               3.530	             0.04756	             0.04678	            25.78413	
               3.540	             0.04716	             0.04638	            25.63343	
               3.550	             0.04676	             0.04597	            25.48207	
               3.560	             0.04636	             0.04557	            25.32807	
               3.570	             0.04595	             0.04516	            25.17164	
               3.580	             0.04555	             0.04475	            25.01298	
               3.590	             0.04514	             0.04434	            24.85227	
               3.600	             0.04474	             0.04393	            24.69178	
               3.610	             0.04434	             0.04352	            24.53186	
               3.620	             0.04393	             0.04312	            24.37031	
               3.630	             0.04353	             0.04271	            24.20729	
               3.640	             0.04313	             0.04231	            24.04297	
               3.650	             0.04272	             0.04190	            23.87751	
               3.660	             0.04232	             0.04149	            23.71164	
               3.670	             0.04192	             0.04110	            23.54804	
               3.680	             0.04152	             0.04070	            23.38362	
               3.690	             0.04112	             0.04030	            23.21851	
               3.700	             0.04072	             0.03991	            23.05285	
               3.710	             0.04033	             0.03951	            22.88675	
               3.720	             0.03994	             0.03912	            22.72042	
               3.730	             0.03955	             0.03873	            22.55698	
               3.740	             0.03916	             0.03835	            22.39335	
               3.750	             0.03878	             0.03797	            22.22965	
               3.760	             0.03840	             0.03759	            22.06597	
               3.770	             0.03802	             0.03721	            21.90241	
               3.780	             0.03764	             0.03724	            21.97878	
               3.790	             0.03783	             0.03759	            22.24369	
               3.800	             0.03827	             0.03801	            22.55094	
               3.810	             0.03870	             0.03842	            22.85521	
               3.820	             0.03912	             0.03882	            23.15479	
               3.830	             0.03953	             0.03921	            23.44742	
               3.840	             0.03993	             0.03959	            23.73312	
               3.850	             0.04032	             0.03995	            24.01534	
               3.860	             0.04069	             0.04030	            24.28905	
               3.870	             0.04104	             0.04064	            24.55372	
               3.880	             0.04138	             0.04096	            24.81289	
               3.890	             0.04171	             0.04127	            25.06403	
               3.900	             0.04203	             0.04156	            25.30489	
               3.910	             0.04232	             0.04183	            25.53728	
               3.920	             0.04260	             0.04209	            25.76283	
               3.930	             0.04286	             0.04234	            25.97708	
               3.940	             0.04311	             0.04256	            26.18064	
               3.950	             0.04333	             0.04277	            26.37818	
               3.960	             0.04354	             0.04296	            26.56360	
               3.970	             0.04373	             0.04314	            26.73746	
               3.980	             0.04390	             0.04330	            26.90511	
               3.990	             0.04406	             0.04344	            27.06004	
               4.000	             0.04419	             0.04356	            27.20470	
               4.010	             0.04431	             0.04367	            27.34111	
               4.020	             0.04441	             0.04376	            27.46439	
               4.030	             0.04449	             0.04384	            27.58150	
               4.040	             0.04455	             0.04389	            27.68580	
               4.050	             0.04459	             0.04394	            27.78329	
               4.060	             0.04462	             0.04396	            27.86901	
               4.070	             0.04463	             0.04409	            28.01752	
               4.080	             0.04462	             0.04431	            28.22313	
               4.090	             0.04474	             0.04451	            28.42372	
               4.100	             0.04495	             0.04471	            28.61787	
               4.110	             0.04516	             0.04489	            28.80568	
               4.120	             0.04536	             0.04506	            28.98847	
               4.130	             0.04554	             0.04523	            29.16291	
               4.140	             0.04571	             0.04538	            29.33393	
               4.150	             0.04587	             0.04552	            29.49716	
               4.160	             0.04602	             0.04566	            29.65338	
               4.170	             0.04616	             0.04578	            29.80556	
               4.180	             0.04628	             0.04589	            29.94951	
               4.190	             0.04640	             0.04599	            30.08796	
               4.200	             0.04651	             0.04609	            30.22113	
               4.210	             0.04660	             0.04617	            30.34619	
               4.220	             0.04669	             0.04624	            30.46801	
               4.230	             0.04676	             0.04631	            30.58261	
               4.240	             0.04683	             0.04636	            30.69231	
               4.250	             0.04688	             0.04641	            30.79668	
               4.260	             0.04693	             0.04645	            30.89664	
               4.270	             0.04697	             0.04649	            30.99101	
               4.280	             0.04699	             0.04651	            31.08322	
               4.290	             0.04701	             0.04654	            31.17076	
               4.300	             0.04702	             0.04655	            31.25368	
               4.310	             0.04702	             0.04656	            31.33440	
               4.320	             0.04701	             0.04657	            31.41062	
               4.330	             0.04699	             0.04676	            31.61428	
               4.340	             0.04718	             0.04697	            31.82779	
               4.350	             0.04739	             0.04717	            32.03729	
               4.360	             0.04761	             0.04736	            32.24154	
               4.370	             0.04781	             0.04755	            32.44229	
               4.380	             0.04800	             0.04773	            32.63739	
               4.390	             0.04818	             0.04790	            32.82929	
               4.400	             0.04836	             0.04806	            33.01539	
               4.410	             0.04853	             0.04822	            33.19882	
               4.420	             0.04869	             0.04836	            33.37638	
               4.430	             0.04884	             0.04851	            33.55178	
               4.440	             0.04898	             0.04865	            33.72261	
               4.450	             0.04912	             0.04878	            33.88953	
               4.460	             0.04924	             0.04890	            34.05458	
               4.470	             0.04936	             0.04903	            34.21678	
               4.480	             0.04948	             0.04915	            34.37665	
               4.490	             0.04958	             0.04926	            34.53451	
               4.500	             0.04968	             0.04937	            34.69019	
               4.510	             0.04977	             0.04948	            34.84302	
               4.520	             0.04986	             0.04959	            34.99344	
               4.530	             0.04994	             0.04969	            35.14105	
               4.540	             0.05001	             0.04978	            35.28405	
               4.550	             0.05009	             0.04987	            35.42510	
               4.560	             0.05019	             0.04995	            35.56127	
               4.570	             0.05028	             0.05003	            35.69456	
               4.580	             0.05037	             0.05010	            35.82312	
               4.590	             0.05045	             0.05016	            35.94879	
               4.600	             0.05052	             0.05022	            36.06882	
               4.610	             0.05059	             0.05028	            36.18704	
               4.620	             0.05065	             0.05032	            36.29903	
               4.630	             0.05071	             0.05037	            36.40846	
               4.640	             0.05075	             0.05040	            36.51323	
               4.650	             0.05080	             0.05043	            36.61233	
               4.660	             0.05083	             0.05046	            36.71003	
               4.670	             0.05086	             0.05047	            36.80173	
               4.680	             0.05089	             0.05048	            36.88885	
               4.690	             0.05091	             0.05049	            36.97371	
               4.700	             0.05092	             0.05049	            37.05269	
               4.710	             0.05093	             0.05049	            37.12749	
               4.720	             0.05093	             0.05048	            37.19988	
               4.730	             0.05093	             0.05046	            37.26651	
               4.740	             0.05092	             0.05044	            37.32892	
               4.750	             0.05090	             0.05042	            37.38919	
               4.760	             0.05088	             0.05038	            37.44384	
               4.770	             0.05085	             0.05034	            37.49416	
               4.780	             0.05082	             0.05030	            37.54267	
               4.790	             0.05078	             0.05026	            37.58569	
               4.800	             0.05074	             0.05020	            37.62465	
               4.810	             0.05069	             0.05015	            37.66176	
               4.820	             0.05063	             0.05009	            37.69351	
               4.830	             0.05057	             0.05002	            37.72234	
               4.840	             0.05051	             0.04995	            37.74839	
               4.850	             0.05044	             0.04988	            37.76921	
               4.860	             0.05036	             0.04980	            37.78951	
               4.870	             0.05028	             0.04972	            37.80483	
               4.880	             0.05020	             0.04964	            37.81850	
               4.890	             0.05011	             0.04955	            37.82846	
               4.900	             0.05001	             0.04946	            37.83695	
               4.910	             0.04991	             0.04936	            37.84179	
               4.920	             0.04981	             0.04927	            37.84627	
               4.930	             0.04970	             0.04917	            37.84848	
               4.940	             0.04959	             0.04907	            37.84943	
               4.950	             0.04947	             0.04897	            37.85017	
               4.960	             0.04935	             0.04888	            37.85133	
               4.970	             0.04923	             0.04878	            37.85309	
               4.980	             0.04910	             0.04869	            37.85517	
               4.990	             0.04897	             0.04859	            37.85703	
               5.000	             0.04883	             0.04850	            37.85796	
               5.010	             0.04869	             0.04840	            37.85706	
               5.020	             0.04855	             0.04830	            37.85517	
               5.030	             0.04841	             0.04820	            37.85117	
               5.040	             0.04830	             0.04809	            37.84446	
               5.050	             0.04821	             0.04799	            37.83605	
               5.060	             0.04812	             0.04788	            37.82463	
               5.070	             0.04802	             0.04777	            37.81047	
               5.080	             0.04792	             0.04765	            37.79442	
               5.090	             0.04782	             0.04753	            37.77386	
               5.100	             0.04771	             0.04741	            37.75271	
               5.110	             0.04761	             0.04729	            37.72769	
               5.120	             0.04749	             0.04716	            37.69861	
               5.130	             0.04738	             0.04703	            37.66923	
               5.140	             0.04726	             0.04690	            37.63550	
               5.150	             0.04714	             0.04676	            37.59794	
               5.160	             0.04701	             0.04662	            37.56001	
               5.170	             0.04688	             0.04648	            37.51786	
               5.180	             0.04675	             0.04633	            37.47184	
               5.190	             0.04661	             0.04619	            37.42564	
               5.200	             0.04647	             0.04604	            37.37532	
               5.210	             0.04633	             0.04588	            37.32178	
               5.220	             0.04618	             0.04573	            37.26756	
               5.230	             0.04603	             0.04557	            37.20935	
               5.240	             0.04588	             0.04541	            37.15001	
               5.250	             0.04573	             0.04525	            37.08804	
               5.260	             0.04557	             0.04508	            37.02480	
               5.270	             0.04540	             0.04492	            36.95941	
               5.280	             0.04524	             0.04475	            36.89400	
               5.290	             0.04507	             0.04459	            36.82825	
               5.300	             0.04490	             0.04443	            36.76417	
               5.310	             0.04472	             0.04427	            36.70266	
               5.320	             0.04455	             0.04412	            36.64363	
               5.330	             0.04437	             0.04396	            36.58497	
               5.340	             0.04419	             0.04381	            36.52603	
               5.350	             0.04400	             0.04366	            36.46676	
               5.360	             0.04381	             0.04351	            36.40796	
               5.370	             0.04362	             0.04339	            36.38038	
               5.380	             0.04343	             0.04328	            36.35593	
               5.390	             0.04326	             0.04317	            36.33234	
               5.400	             0.04317	             0.04307	            36.30873	
               5.410	             0.04308	             0.04296	            36.28437	
               5.420	             0.04299	             0.04285	            36.25830	
               5.430	             0.04289	             0.04274	            36.23070	
               5.440	             0.04280	             0.04262	            36.20206	
               5.450	             0.04270	             0.04251	            36.17056	
               5.460	             0.04260	             0.04239	            36.13879	
               5.470	             0.04249	             0.04227	            36.10363	
               5.480	             0.04239	             0.04216	            36.06834	
               5.490	             0.04228	             0.04203	            36.02990	
               5.500	             0.04217	             0.04191	            35.99087	
               5.510	             0.04206	             0.04179	            35.94917	
               5.520	             0.04194	             0.04166	            35.90648	
               5.530	             0.04182	             0.04153	            35.86122	
               5.540	             0.04170	             0.04141	            35.81494	
               5.550	             0.04157	             0.04127	            35.76535	
               5.560	             0.04145	             0.04114	            35.71556	
               5.570	             0.04132	             0.04101	            35.66219	
               5.580	             0.04119	             0.04087	            35.60715	
               5.590	             0.04105	             0.04073	            35.55040	
               5.600	             0.04092	             0.04059	            35.49019	
               5.610	             0.04078	             0.04045	            35.42818	
               5.620	             0.04064	             0.04030	            35.36473	
               5.630	             0.04050	             0.04016	            35.29791	
               5.640	             0.04036	             0.04001	            35.22776	
               5.650	             0.04021	             0.03985	            35.15760	
               5.660	             0.04007	             0.03970	            35.08441	
               5.670	             0.03992	             0.03955	            35.00800	
               5.680	             0.03977	             0.03939	            34.92865	
               5.690	             0.03963	             0.03923	            34.84933	
               5.700	             0.03947	             0.03907	            34.76690	
               5.710	             0.03932	             0.03890	            34.68140	
               5.720	             0.03917	             0.03873	            34.59305	
               5.730	             0.03901	             0.03857	            34.50484	
               5.740	             0.03885	             0.03840	            34.41365	
               5.750	             0.03869	             0.03823	            34.31954	
               5.760	             0.03853	             0.03805	            34.22275	
               5.770	             0.03836	             0.03788	            34.12613	
               5.780	             0.03819	             0.03771	            34.02669	
               5.790	             0.03803	             0.03753	            33.92446	
               5.800	             0.03785	             0.03735	            33.82001	
               5.810	             0.03768	             0.03717	            33.71546	
               5.820	             0.03751	             0.03699	            33.60824	
               5.830	             0.03733	             0.03680	            33.49838	
               5.840	             0.03715	             0.03662	            33.38699	
               5.850	             0.03697	             0.03643	            33.27500	
               5.860	             0.03679	             0.03624	            33.16048	
