        Period [sec]	     Acc./Damp.=5.0%	  PS-Acc./Damp.=5.0%	  PS-Vel./Damp.=5.0%	
               0.720	             0.19020	             0.18943	            21.29484	
               0.730	             0.19074	             0.18994	            21.64812	
               0.740	             0.19075	             0.19005	            21.95797	
               0.750	             0.19041	             0.18974	            22.21786	
               0.760	             0.18962	             0.18895	            22.42039	
               0.770	             0.18820	             0.18748	            22.53851	
               0.780	             0.18602	             0.18528	            22.56428	
               0.790	             0.18294	             0.18215	            22.46742	
               0.800	             0.17894	             0.17824	            22.26344	
               0.810	             0.17434	             0.17384	            21.98502	
               0.820	             0.16999	             0.16957	            21.71004	
               0.830	             0.17501	             0.17432	            22.59025	
               0.840	             0.18126	             0.18052	            23.67500	
               0.850	             0.18422	             0.18348	            24.35004	
               0.860	             0.18428	             0.18351	            24.64060	
               0.870	             0.18158	             0.18084	            24.56449	
               0.880	             0.17641	             0.17563	            24.13064	
               0.890	             0.17121	             0.17026	            23.65902	
               0.900	             0.16793	             0.16704	            23.47146	
               0.910	             0.16310	             0.16218	            23.04184	
               0.920	             0.15692	             0.15603	            22.41213	
               0.930	             0.14988	             0.14907	            21.64479	
               0.940	             0.14239	             0.14167	            20.79263	
               0.950	             0.13489	             0.13428	            19.91696	
               0.960	             0.12775	             0.12729	            19.07854	
               0.970	             0.12138	             0.12110	            18.34022	
               0.980	             0.11731	             0.11708	            17.91442	
               0.990	             0.11451	             0.11413	            17.64182	
               1.000	             0.11217	             0.11164	            17.42981	
               1.010	             0.11018	             0.10956	            17.27705	
               1.020	             0.10855	             0.10788	            17.18060	
               1.030	             0.10728	             0.10662	            17.14566	
               1.040	             0.10633	             0.10567	            17.15775	
               1.050	             0.10557	             0.10497	            17.20785	
               1.060	             0.10493	             0.10443	            17.28383	
               1.070	             0.10444	             0.10406	            17.38491	
               1.080	             0.10414	             0.10376	            17.49656	
               1.090	             0.10381	             0.10332	            17.58359	
               1.100	             0.10310	             0.10252	            17.60680	
               1.110	             0.10185	             0.10123	            17.54289	
               1.120	             0.10000	             0.09942	            17.38610	
               1.130	             0.09761	             0.09712	            17.13451	
               1.140	             0.09778	             0.09742	            17.34016	
               1.150	             0.09951	             0.09899	            17.77383	
               1.160	             0.10042	             0.09986	            18.08657	
               1.170	             0.10146	             0.10100	            18.44991	
               1.180	             0.10299	             0.10252	            18.88784	
               1.190	             0.10598	             0.10570	            19.63831	
               1.200	             0.10945	             0.10910	            20.44066	
               1.210	             0.11274	             0.11232	            21.21857	
               1.220	             0.11582	             0.11533	            21.96764	
               1.230	             0.11869	             0.11812	            22.68409	
               1.240	             0.12131	             0.12069	            23.36494	
               1.250	             0.12368	             0.12301	            24.00782	
               1.260	             0.12579	             0.12510	            24.61081	
               1.270	             0.12764	             0.12695	            25.17215	
               1.280	             0.12925	             0.12855	            25.69034	
               1.290	             0.13064	             0.12991	            26.16430	
               1.300	             0.13180	             0.13102	            26.59358	
               1.310	             0.13272	             0.13190	            26.97829	
               1.320	             0.13342	             0.13256	            27.31884	
               1.330	             0.13388	             0.13299	            27.61579	
               1.340	             0.13413	             0.13321	            27.86974	
               1.350	             0.13417	             0.13323	            28.08135	
               1.360	             0.13399	             0.13305	            28.25136	
               1.370	             0.13363	             0.13269	            28.38299	
               1.380	             0.13307	             0.13216	            28.47545	
               1.390	             0.13234	             0.13146	            28.52962	
               1.400	             0.13145	             0.13060	            28.54671	
               1.410	             0.13043	             0.12959	            28.52847	
               1.420	             0.12927	             0.12847	            28.48326	
               1.430	             0.12798	             0.12725	            28.41016	
               1.440	             0.12659	             0.12597	            28.32196	
               1.450	             0.12515	             0.12471	            28.23392	
               1.460	             0.12382	             0.12363	            28.18175	
               1.470	             0.12295	             0.12269	            28.15945	
               1.480	             0.12212	             0.12185	            28.15642	
               1.490	             0.12137	             0.12102	            28.15256	
               1.500	             0.12058	             0.12013	            28.13350	
               1.510	             0.11969	             0.11916	            28.09321	
               1.520	             0.11869	             0.11813	            28.03405	
               1.530	             0.11761	             0.11700	            27.94911	
               1.540	             0.11642	             0.11580	            27.84285	
               1.550	             0.11515	             0.11451	            27.71079	
               1.560	             0.11380	             0.11312	            27.55242	
               1.570	             0.11236	             0.11165	            27.36828	
               1.580	             0.11084	             0.11010	            27.15956	
               1.590	             0.10923	             0.10848	            26.93029	
               1.600	             0.10754	             0.10681	            26.68144	
               1.610	             0.10578	             0.10508	            26.41498	
               1.620	             0.10397	             0.10334	            26.13678	
               1.630	             0.10349	             0.10314	            26.24731	
               1.640	             0.10488	             0.10454	            26.76889	
               1.650	             0.10609	             0.10574	            27.24051	
               1.660	             0.10710	             0.10671	            27.65655	
               1.670	             0.10785	             0.10748	            28.02389	
               1.680	             0.10842	             0.10806	            28.34305	
               1.690	             0.10882	             0.10844	            28.61398	
               1.700	             0.10903	             0.10863	            28.83237	
               1.710	             0.10904	             0.10860	            28.99431	
               1.720	             0.10882	             0.10839	            29.10637	
               1.730	             0.10841	             0.10801	            29.17320	
               1.740	             0.10785	             0.10750	            29.20460	
               1.750	             0.10720	             0.10693	            29.21650	
               1.760	             0.10657	             0.10641	            29.23972	
               1.770	             0.10635	             0.10618	            29.34222	
               1.780	             0.10617	             0.10589	            29.42879	
               1.790	             0.10582	             0.10546	            29.47240	
               1.800	             0.10528	             0.10485	            29.46779	
               1.810	             0.10454	             0.10410	            29.41762	
               1.820	             0.10364	             0.10320	            29.32432	
               1.830	             0.10260	             0.10216	            29.18872	
               1.840	             0.10145	             0.10099	            29.01393	
               1.850	             0.10017	             0.09973	            28.80670	
               1.860	             0.09877	             0.09840	            28.57560	
               1.870	             0.09731	             0.09700	            28.32112	
               1.880	             0.09586	             0.09554	            28.04286	
               1.890	             0.09435	             0.09401	            27.73992	
               1.900	             0.09278	             0.09241	            27.41262	
               1.910	             0.09114	             0.09076	            27.06474	
               1.920	             0.08945	             0.08906	            26.69705	
               1.930	             0.08772	             0.08732	            26.31350	
               1.940	             0.08596	             0.08556	            25.91576	
               1.950	             0.08418	             0.08378	            25.50626	
               1.960	             0.08239	             0.08199	            25.08911	
               1.970	             0.08083	             0.08045	            24.74495	
               1.980	             0.07947	             0.07908	            24.44651	
               1.990	             0.07810	             0.07770	            24.14142	
               2.000	             0.07673	             0.07633	            23.83435	
               2.010	             0.07537	             0.07497	            23.52717	
               2.020	             0.07403	             0.07364	            23.22403	
               2.030	             0.07274	             0.07235	            22.92954	
               2.040	             0.07148	             0.07111	            22.64759	
               2.050	             0.07029	             0.06992	            22.38044	
               2.060	             0.06916	             0.06881	            22.13060	
               2.070	             0.06810	             0.06777	            21.90168	
               2.080	             0.06712	             0.06681	            21.69549	
               2.090	             0.06624	             0.06593	            21.51501	
               2.100	             0.06545	             0.06515	            21.36176	
               2.110	             0.06477	             0.06447	            21.23959	
               2.120	             0.06419	             0.06389	            21.14845	
               2.130	             0.06371	             0.06342	            21.08961	
               2.140	             0.06334	             0.06304	            21.06381	
               2.150	             0.06307	             0.06277	            21.07122	
               2.160	             0.06290	             0.06260	            21.11154	
               2.170	             0.06283	             0.06253	            21.18430	
               2.180	             0.06285	             0.06255	            21.28822	
               2.190	             0.06295	             0.06265	            21.42166	
               2.200	             0.06314	             0.06283	            21.58280	
               2.210	             0.06340	             0.06309	            21.76961	
               2.220	             0.06373	             0.06341	            21.97982	
               2.230	             0.06412	             0.06379	            22.21118	
               2.240	             0.06456	             0.06423	            22.46239	
               2.250	             0.06505	             0.06470	            22.72969	
               2.260	             0.06557	             0.06521	            23.01135	
               2.270	             0.06612	             0.06576	            23.30535	
               2.280	             0.06670	             0.06632	            23.60956	
               2.290	             0.06729	             0.06691	            23.92184	
               2.300	             0.06789	             0.06750	            24.24080	
               2.310	             0.06849	             0.06811	            24.56495	
               2.320	             0.06910	             0.06872	            24.89274	
               2.330	             0.06969	             0.06933	            25.22264	
               2.340	             0.07027	             0.06994	            25.55310	
               2.350	             0.07084	             0.07054	            25.88251	
               2.360	             0.07142	             0.07113	            26.20925	
               2.370	             0.07201	             0.07170	            26.53192	
               2.380	             0.07258	             0.07226	            26.84960	
               2.390	             0.07313	             0.07279	            27.16102	
               2.400	             0.07365	             0.07330	            27.46603	
               2.410	             0.07415	             0.07379	            27.76552	
               2.420	             0.07461	             0.07426	            28.05823	
               2.430	             0.07503	             0.07470	            28.34126	
               2.440	             0.07542	             0.07511	            28.61366	
               2.450	             0.07583	             0.07549	            28.87503	
               2.460	             0.07620	             0.07583	            29.12348	
               2.470	             0.07652	             0.07613	            29.36043	
               2.480	             0.07680	             0.07640	            29.58356	
               2.490	             0.07704	             0.07664	            29.79455	
               2.500	             0.07723	             0.07684	            29.99113	
               2.510	             0.07739	             0.07700	            30.17458	
               2.520	             0.07751	             0.07712	            30.34194	
               2.530	             0.07760	             0.07720	            30.49452	
               2.540	             0.07765	             0.07724	            30.63035	
               2.550	             0.07767	             0.07723	            30.74927	
               2.560	             0.07764	             0.07719	            30.85321	
               2.570	             0.07757	             0.07711	            30.94056	
               2.580	             0.07745	             0.07699	            31.01447	
               2.590	             0.07729	             0.07684	            31.07425	
               2.600	             0.07709	             0.07666	            31.12112	
               2.610	             0.07686	             0.07646	            31.15627	
               2.620	             0.07660	             0.07622	            31.17926	
               2.630	             0.07632	             0.07595	            31.18815	
               2.640	             0.07603	             0.07566	            31.18491	
               2.650	             0.07572	             0.07533	            31.16760	
               2.660	             0.07538	             0.07497	            31.13644	
               2.670	             0.07501	             0.07458	            31.09188	
               2.680	             0.07461	             0.07417	            31.03325	
               2.690	             0.07419	             0.07372	            30.96103	
               2.700	             0.07374	             0.07324	            30.87623	
               2.710	             0.07326	             0.07275	            30.77957	
               2.720	             0.07276	             0.07222	            30.67202	
               2.730	             0.07224	             0.07168	            30.55473	
               2.740	             0.07169	             0.07113	            30.42844	
               2.750	             0.07112	             0.07066	            30.34013	
               2.760	             0.07102	             0.07064	            30.44155	
               2.770	             0.07097	             0.07058	            30.52458	
               2.780	             0.07088	             0.07048	            30.58997	
               2.790	             0.07074	             0.07034	            30.64202	
               2.800	             0.07057	             0.07018	            30.68148	
               2.810	             0.07036	             0.07001	            30.71390	
               2.820	             0.07013	             0.06983	            30.74435	
               2.830	             0.06990	             0.06964	            30.76974	
               2.840	             0.06972	             0.06943	            30.78628	
               2.850	             0.06952	             0.06920	            30.79163	
               2.860	             0.06929	             0.06894	            30.78525	
               2.870	             0.06904	             0.06866	            30.76722	
               2.880	             0.06875	             0.06836	            30.73836	
               2.890	             0.06844	             0.06804	            30.70015	
               2.900	             0.06810	             0.06770	            30.65427	
               2.910	             0.06774	             0.06736	            30.60414	
               2.920	             0.06737	             0.06702	            30.55453	
               2.930	             0.06699	             0.06669	            30.50986	
               2.940	             0.06661	             0.06638	            30.47200	
               2.950	             0.06630	             0.06609	            30.44081	
               2.960	             0.06602	             0.06581	            30.41575	
               2.970	             0.06576	             0.06554	            30.39127	
               2.980	             0.06552	             0.06526	            30.36387	
               2.990	             0.06528	             0.06497	            30.33022	
               3.000	             0.06502	             0.06467	            30.29159	
               3.010	             0.06476	             0.06436	            30.24723	
               3.020	             0.06448	             0.06404	            30.19808	
               3.030	             0.06419	             0.06372	            30.14519	
               3.040	             0.06389	             0.06339	            30.08961	
               3.050	             0.06358	             0.06307	            30.03310	
               3.060	             0.06327	             0.06274	            29.97634	
               3.070	             0.06295	             0.06242	            29.92014	
               3.080	             0.06263	             0.06211	            29.86610	
               3.090	             0.06231	             0.06180	            29.81655	
               3.100	             0.06200	             0.06152	            29.77438	
               3.110	             0.06169	             0.06126	            29.74544	
               3.120	             0.06139	             0.06105	            29.74101	
               3.130	             0.06111	             0.06088	            29.75056	
               3.140	             0.06090	             0.06072	            29.76803	
               3.150	             0.06080	             0.06058	            29.79250	
               3.160	             0.06070	             0.06045	            29.82239	
               3.170	             0.06062	             0.06033	            29.85780	
               3.180	             0.06055	             0.06022	            29.89949	
               3.190	             0.06048	             0.06013	            29.94697	
               3.200	             0.06042	             0.06005	            30.00047	
               3.210	             0.06037	             0.05998	            30.06020	
               3.220	             0.06033	             0.05992	            30.12629	
               3.230	             0.06030	             0.05988	            30.19931	
               3.240	             0.06028	             0.05986	            30.27931	
               3.250	             0.06036	             0.05991	            30.39976	
               3.260	             0.06047	             0.06006	            30.57104	
               3.270	             0.06058	             0.06024	            30.75419	
               3.280	             0.06068	             0.06041	            30.93633	
               3.290	             0.06077	             0.06058	            31.11701	
               3.300	             0.06088	             0.06074	            31.29634	
               3.310	             0.06105	             0.06090	            31.47370	
               3.320	             0.06122	             0.06106	            31.64877	
               3.330	             0.06139	             0.06120	            31.82144	
               3.340	             0.06154	             0.06135	            31.99110	
               3.350	             0.06169	             0.06148	            32.15761	
               3.360	             0.06184	             0.06161	            32.32200	
               3.370	             0.06198	             0.06174	            32.48341	
               3.380	             0.06211	             0.06185	            32.64215	
               3.390	             0.06224	             0.06197	            32.79845	
               3.400	             0.06236	             0.06208	            32.95231	
               3.410	             0.06248	             0.06218	            33.10407	
               3.420	             0.06258	             0.06228	            33.25340	
               3.430	             0.06268	             0.06237	            33.40019	
               3.440	             0.06278	             0.06246	            33.54449	
               3.450	             0.06291	             0.06263	            33.73612	
               3.460	             0.06312	             0.06286	            33.95791	
               3.470	             0.06337	             0.06309	            34.17909	
               3.480	             0.06378	             0.06353	            34.51727	
               3.490	             0.06442	             0.06417	            34.96491	
               3.500	             0.06507	             0.06481	            35.41707	
               3.510	             0.06572	             0.06546	            35.87305	
               3.520	             0.06637	             0.06611	            36.33247	
               3.530	             0.06703	             0.06676	            36.79498	
               3.540	             0.06768	             0.06741	            37.26021	
               3.550	             0.06834	             0.06807	            37.72781	
               3.560	             0.06900	             0.06872	            38.19743	
               3.570	             0.06965	             0.06937	            38.66874	
               3.580	             0.07031	             0.07003	            39.14184	
               3.590	             0.07096	             0.07068	            39.61608	
               3.600	             0.07162	             0.07133	            40.09113	
               3.610	             0.07227	             0.07197	            40.56712	
               3.620	             0.07291	             0.07262	            41.04366	
               3.630	             0.07356	             0.07326	            41.52063	
               3.640	             0.07420	             0.07390	            41.99784	
               3.650	             0.07483	             0.07453	            42.47540	
               3.660	             0.07547	             0.07517	            42.95286	
               3.670	             0.07610	             0.07579	            43.43019	
               3.680	             0.07672	             0.07642	            43.90752	
               3.690	             0.07734	             0.07704	            44.38425	
               3.700	             0.07796	             0.07766	            44.86033	
               3.710	             0.07857	             0.07827	            45.33598	
               3.720	             0.07917	             0.07887	            45.81038	
               3.730	             0.07977	             0.07948	            46.28398	
               3.740	             0.08036	             0.08007	            46.75634	
               3.750	             0.08095	             0.08066	            47.22710	
               3.760	             0.08153	             0.08125	            47.69694	
               3.770	             0.08210	             0.08183	            48.16482	
               3.780	             0.08267	             0.08240	            48.63125	
               3.790	             0.08324	             0.08297	            49.09605	
               3.800	             0.08382	             0.08353	            49.55864	
               3.810	             0.08438	             0.08409	            50.01981	
               3.820	             0.08495	             0.08464	            50.47883	
               3.830	             0.08550	             0.08518	            50.93538	
               3.840	             0.08605	             0.08572	            51.39043	
               3.850	             0.08660	             0.08625	            51.84283	
               3.860	             0.08713	             0.08677	            52.29261	
               3.870	             0.08766	             0.08729	            52.74043	
               3.880	             0.08818	             0.08779	            53.18490	
               3.890	             0.08869	             0.08830	            53.62724	
               3.900	             0.08920	             0.08879	            54.06621	
               3.910	             0.08970	             0.08928	            54.50235	
               3.920	             0.09019	             0.08976	            54.93530	
               3.930	             0.09067	             0.09023	            55.36488	
               3.940	             0.09115	             0.09069	            55.79139	
               3.950	             0.09162	             0.09115	            56.21406	
               3.960	             0.09208	             0.09160	            56.63386	
               3.970	             0.09253	             0.09204	            57.04928	
               3.980	             0.09298	             0.09247	            57.46233	
               3.990	             0.09342	             0.09290	            57.87121	
               4.000	             0.09385	             0.09331	            58.27660	
               4.010	             0.09428	             0.09372	            58.67929	
               4.020	             0.09469	             0.09413	            59.07872	
               4.030	             0.09510	             0.09452	            59.47529	
               4.040	             0.09550	             0.09491	            59.86922	
               4.050	             0.09589	             0.09530	            60.26058	
               4.060	             0.09627	             0.09568	            60.64941	
               4.070	             0.09664	             0.09605	            61.03570	
               4.080	             0.09701	             0.09642	            61.41945	
               4.090	             0.09736	             0.09678	            61.80061	
               4.100	             0.09770	             0.09713	            62.17939	
               4.110	             0.09804	             0.09748	            62.55559	
               4.120	             0.09836	             0.09783	            62.92927	
               4.130	             0.09867	             0.09817	            63.30057	
               4.140	             0.09898	             0.09850	            63.66956	
               4.150	             0.09928	             0.09883	            64.03725	
               4.160	             0.09957	             0.09916	            64.40304	
               4.170	             0.09987	             0.09948	            64.76827	
               4.180	             0.10018	             0.09980	            65.13134	
               4.190	             0.10049	             0.10011	            65.49173	
               4.200	             0.10079	             0.10042	            65.84890	
               4.210	             0.10108	             0.10072	            66.20253	
               4.220	             0.10137	             0.10101	            66.55261	
               4.230	             0.10166	             0.10130	            66.89931	
               4.240	             0.10195	             0.10158	            67.24284	
               4.250	             0.10225	             0.10185	            67.58352	
               4.260	             0.10254	             0.10212	            67.92134	
               4.270	             0.10282	             0.10238	            68.25620	
               4.280	             0.10309	             0.10264	            68.58818	
               4.290	             0.10336	             0.10289	            68.91734	
               4.300	             0.10361	             0.10314	            69.24412	
               4.310	             0.10385	             0.10338	            69.56772	
               4.320	             0.10409	             0.10362	            69.88774	
               4.330	             0.10431	             0.10384	            70.20401	
               4.340	             0.10452	             0.10407	            70.51653	
               4.350	             0.10473	             0.10428	            70.82549	
               4.360	             0.10494	             0.10449	            71.13116	
               4.370	             0.10515	             0.10470	            71.43375	
               4.380	             0.10535	             0.10490	            71.73362	
               4.390	             0.10555	             0.10509	            72.03069	
               4.400	             0.10575	             0.10528	            72.32432	
               4.410	             0.10594	             0.10546	            72.61430	
               4.420	             0.10613	             0.10564	            72.90042	
               4.430	             0.10630	             0.10581	            73.18246	
               4.440	             0.10646	             0.10597	            73.46022	
               4.450	             0.10662	             0.10612	            73.73357	
               4.460	             0.10677	             0.10627	            74.00247	
               4.470	             0.10691	             0.10641	            74.26714	
               4.480	             0.10705	             0.10655	            74.52762	
               4.490	             0.10720	             0.10668	            74.78365	
               4.500	             0.10734	             0.10680	            75.03516	
               4.510	             0.10747	             0.10691	            75.28207	
               4.520	             0.10759	             0.10702	            75.52436	
               4.530	             0.10771	             0.10712	            75.76208	
               4.540	             0.10782	             0.10721	            75.99530	
               4.550	             0.10792	             0.10730	            76.22415	
               4.560	             0.10800	             0.10738	            76.44891	
               4.570	             0.10809	             0.10745	            76.66909	
               4.580	             0.10816	             0.10752	            76.88454	
               4.590	             0.10823	             0.10758	            77.09511	
               4.600	             0.10829	             0.10763	            77.30077	
               4.610	             0.10834	             0.10768	            77.50201	
               4.620	             0.10838	             0.10772	            77.69904	
               4.630	             0.10842	             0.10775	            77.89165	
               4.640	             0.10845	             0.10778	            78.08017	
               4.650	             0.10848	             0.10780	            78.26481	
               4.660	             0.10850	             0.10782	            78.44565	
               4.670	             0.10851	             0.10783	            78.62267	
               4.680	             0.10852	             0.10784	            78.79591	
               4.690	             0.10851	             0.10784	            78.96552	
               4.700	             0.10851	             0.10784	            79.13162	
               4.710	             0.10850	             0.10783	            79.29428	
               4.720	             0.10848	             0.10782	            79.45347	
               4.730	             0.10846	             0.10780	            79.60916	
               4.740	             0.10843	             0.10778	            79.76153	
               4.750	             0.10840	             0.10775	            79.91063	
               4.760	             0.10835	             0.10772	            80.05654	
               4.770	             0.10830	             0.10769	            80.19926	
               4.780	             0.10825	             0.10765	            80.33874	
               4.790	             0.10819	             0.10761	            80.47487	
               4.800	             0.10814	             0.10756	            80.60758	
               4.810	             0.10808	             0.10751	            80.73682	
               4.820	             0.10802	             0.10745	            80.86258	
               4.830	             0.10796	             0.10739	            80.98486	
               4.840	             0.10790	             0.10733	            81.10366	
               4.850	             0.10784	             0.10726	            81.21888	
               4.860	             0.10776	             0.10718	            81.33042	
               4.870	             0.10769	             0.10711	            81.43842	
               4.880	             0.10761	             0.10702	            81.54303	
               4.890	             0.10753	             0.10694	            81.64389	
               4.900	             0.10745	             0.10685	            81.74103	
               4.910	             0.10736	             0.10675	            81.83453	
               4.920	             0.10727	             0.10665	            81.92448	
               4.930	             0.10718	             0.10655	            82.01098	
               4.940	             0.10708	             0.10644	            82.09414	
               4.950	             0.10698	             0.10633	            82.17413	
               4.960	             0.10687	             0.10621	            82.25121	
               4.970	             0.10675	             0.10609	            82.32524	
               4.980	             0.10664	             0.10597	            82.39642	
               4.990	             0.10652	             0.10585	            82.46497	
               5.000	             0.10639	             0.10572	            82.53156	
               5.010	             0.10626	             0.10559	            82.59613	
               5.020	             0.10613	             0.10546	            82.65892	
               5.030	             0.10599	             0.10533	            82.72097	
               5.040	             0.10585	             0.10520	            82.78328	
               5.050	             0.10570	             0.10507	            82.84752	
               5.060	             0.10555	             0.10495	            82.91371	
               5.070	             0.10539	             0.10483	            82.97983	
               5.080	             0.10524	             0.10470	            83.04479	
               5.090	             0.10508	             0.10458	            83.10762	
               5.100	             0.10491	             0.10445	            83.16805	
               5.110	             0.10475	             0.10432	            83.22593	
               5.120	             0.10458	             0.10418	            83.28116	
               5.130	             0.10443	             0.10404	            83.33365	
               5.140	             0.10433	             0.10390	            83.38330	
               5.150	             0.10421	             0.10376	            83.43037	
               5.160	             0.10409	             0.10361	            83.47477	
               5.170	             0.10397	             0.10346	            83.51603	
               5.180	             0.10385	             0.10331	            83.55397	
               5.190	             0.10371	             0.10316	            83.58873	
               5.200	             0.10358	             0.10300	            83.62110	
               5.210	             0.10343	             0.10283	            83.64996	
               5.220	             0.10329	             0.10267	            83.67527	
               5.230	             0.10314	             0.10250	            83.69833	
               5.240	             0.10298	             0.10233	            83.71815	
               5.250	             0.10282	             0.10215	            83.73454	
               5.260	             0.10266	             0.10198	            83.74835	
               5.270	             0.10249	             0.10180	            83.75954	
               5.280	             0.10232	             0.10161	            83.76755	
               5.290	             0.10215	             0.10143	            83.77258	
               5.300	             0.10197	             0.10124	            83.77568	
               5.310	             0.10179	             0.10105	            83.77626	
               5.320	             0.10161	             0.10086	            83.77457	
               5.330	             0.10142	             0.10066	            83.77102	
               5.340	             0.10123	             0.10047	            83.76602	
               5.350	             0.10104	             0.10027	            83.75984	
               5.360	             0.10085	             0.10008	            83.75331	
               5.370	             0.10065	             0.09989	            83.74601	
               5.380	             0.10045	             0.09969	            83.73805	
               5.390	             0.10024	             0.09950	            83.73060	
               5.400	             0.10003	             0.09930	            83.72335	
               5.410	             0.09982	             0.09911	            83.71686	
               5.420	             0.09960	             0.09892	            83.71225	
               5.430	             0.09939	             0.09874	            83.71069	
               5.440	             0.09916	             0.09856	            83.71192	
               5.450	             0.09894	             0.09838	            83.71359	
               5.460	             0.09871	             0.09820	            83.71435	
               5.470	             0.09849	             0.09802	            83.71367	
               5.480	             0.09826	             0.09784	            83.71131	
               5.490	             0.09802	             0.09766	            83.70719	
               5.500	             0.09780	             0.09747	            83.70132	
               5.510	             0.09765	             0.09729	            83.69384	
               5.520	             0.09749	             0.09710	            83.68491	
               5.530	             0.09733	             0.09691	            83.67463	
               5.540	             0.09717	             0.09672	            83.66301	
               5.550	             0.09700	             0.09653	            83.64998	
               5.560	             0.09683	             0.09634	            83.63548	
               5.570	             0.09666	             0.09615	            83.61946	
               5.580	             0.09648	             0.09596	            83.60194	
               5.590	             0.09630	             0.09577	            83.58294	
               5.600	             0.09611	             0.09557	            83.56251	
               5.610	             0.09593	             0.09538	            83.54064	
               5.620	             0.09574	             0.09518	            83.51732	
               5.630	             0.09554	             0.09498	            83.49253	
               5.640	             0.09535	             0.09479	            83.46633	
               5.650	             0.09515	             0.09459	            83.43878	
               5.660	             0.09495	             0.09439	            83.40995	
               5.670	             0.09474	             0.09419	            83.38026	
               5.680	             0.09454	             0.09399	            83.34984	
               5.690	             0.09433	             0.09379	            83.31867	
               5.700	             0.09413	             0.09359	            83.28652	
               5.710	             0.09393	             0.09338	            83.25295	
               5.720	             0.09373	             0.09318	            83.21752	
               5.730	             0.09352	             0.09298	            83.17989	
               5.740	             0.09332	             0.09277	            83.14098	
               5.750	             0.09311	             0.09256	            83.09981	
               5.760	             0.09290	             0.09236	            83.05643	
               5.770	             0.09269	             0.09214	            83.01112	
               5.780	             0.09248	             0.09193	            82.96454	
               5.790	             0.09227	             0.09172	            82.91645	
               5.800	             0.09206	             0.09151	            82.86704	
               5.810	             0.09184	             0.09130	            82.81648	
               5.820	             0.09163	             0.09108	            82.76485	
               5.830	             0.09142	             0.09087	            82.71219	
               5.840	             0.09122	             0.09065	            82.65862	
               5.850	             0.09101	             0.09044	            82.60428	
               5.860	             0.09081	             0.09022	            82.54901	
