        Period [sec]	     Acc./Damp.=5.0%	  PS-Acc./Damp.=5.0%	  PS-Vel./Damp.=5.0%	
               1.190	             0.51783	             0.51497	            95.67880	
               1.200	             0.51987	             0.51688	            96.84067	
               1.210	             0.52091	             0.51782	            97.82558	
               1.220	             0.52098	             0.51781	            98.63278	
               1.230	             0.52010	             0.51689	            99.26493	
               1.240	             0.51832	             0.51516	            99.73541	
               1.250	             0.51592	             0.51276	           100.07227	
               1.260	             0.51275	             0.50964	           100.25812	
               1.270	             0.50888	             0.50590	           100.31301	
               1.280	             0.50606	             0.50400	           100.72403	
               1.290	             0.50426	             0.50229	           101.16648	
               1.300	             0.50236	             0.50047	           101.58067	
               1.310	             0.50041	             0.49854	           101.96826	
               1.320	             0.49840	             0.49649	           102.32416	
               1.330	             0.49628	             0.49428	           102.63899	
               1.340	             0.49394	             0.49185	           102.90377	
               1.350	             0.49141	             0.48922	           103.11653	
               1.360	             0.48880	             0.48656	           103.31476	
               1.370	             0.48591	             0.48368	           103.45905	
               1.380	             0.48278	             0.48061	           103.55169	
               1.390	             0.47957	             0.47734	           103.59380	
               1.400	             0.47628	             0.47403	           103.61569	
               1.410	             0.47283	             0.47062	           103.60352	
               1.420	             0.46920	             0.46699	           103.53470	
               1.430	             0.46554	             0.46318	           103.41276	
               1.440	             0.46174	             0.45938	           103.28289	
               1.450	             0.45768	             0.45531	           103.07849	
               1.460	             0.45366	             0.45113	           102.83605	
               1.470	             0.44936	             0.44684	           102.55465	
               1.480	             0.44498	             0.44229	           102.20084	
               1.490	             0.44040	             0.43776	           101.83837	
               1.500	             0.43572	             0.43291	           101.38522	
               1.510	             0.43085	             0.42816	           100.94167	
               1.520	             0.42593	             0.42308	           100.40437	
               1.530	             0.42080	             0.41812	            99.88008	
               1.540	             0.41569	             0.41287	            99.27103	
               1.550	             0.41035	             0.40773	            98.67101	
               1.560	             0.40509	             0.40235	            97.99787	
               1.570	             0.39961	             0.39707	            97.33131	
               1.580	             0.39425	             0.39159	            96.60077	
               1.590	             0.38867	             0.38621	            95.87616	
               1.600	             0.38324	             0.38066	            95.09346	
               1.610	             0.37761	             0.37522	            94.31862	
               1.620	             0.37213	             0.36961	            93.48676	
               1.630	             0.36648	             0.36413	            92.66893	
               1.640	             0.36097	             0.35847	            91.78928	
               1.650	             0.35533	             0.35299	            90.93514	
               1.660	             0.34977	             0.34735	            90.02408	
               1.670	             0.34417	             0.34182	            89.12590	
               1.680	             0.33856	             0.33622	            88.18976	
               1.690	             0.33301	             0.33068	            87.25271	
               1.700	             0.32735	             0.32513	            86.29685	
               1.710	             0.32186	             0.31961	            85.33015	
               1.720	             0.31630	             0.31413	            84.35948	
               1.730	             0.31079	             0.30867	            83.37380	
               1.740	             0.30532	             0.30328	            82.39277	
               1.750	             0.29986	             0.29791	            81.39675	
               1.760	             0.29777	             0.29561	            81.23076	
               1.770	             0.29513	             0.29288	            80.93849	
               1.780	             0.29380	             0.29203	            81.15883	
               1.790	             0.29444	             0.29246	            81.73469	
               1.800	             0.29373	             0.29173	            81.98742	
               1.810	             0.29185	             0.28985	            81.91013	
               1.820	             0.28899	             0.28698	            81.54687	
               1.830	             0.28508	             0.28302	            80.86545	
               1.840	             0.28015	             0.27806	            79.88284	
               1.850	             0.27434	             0.27218	            78.61758	
               1.860	             0.26766	             0.26545	            77.08793	
               1.870	             0.26019	             0.25792	            75.30239	
               1.880	             0.25327	             0.25202	            73.97542	
               1.890	             0.25150	             0.25019	            73.82755	
               1.900	             0.24957	             0.24822	            73.63570	
               1.910	             0.24749	             0.24614	            73.40122	
               1.920	             0.24530	             0.24393	            73.12431	
               1.930	             0.24300	             0.24160	            72.80294	
               1.940	             0.24058	             0.23914	            72.43427	
               1.950	             0.23804	             0.23654	            72.01703	
               1.960	             0.23535	             0.23382	            71.55220	
               1.970	             0.23251	             0.23098	            71.04344	
               1.980	             0.22953	             0.22804	            70.49622	
               1.990	             0.22646	             0.22502	            69.91357	
               2.000	             0.22333	             0.22191	            69.29351	
               2.010	             0.22015	             0.21872	            68.64105	
               2.020	             0.21694	             0.21549	            67.96149	
               2.030	             0.21366	             0.21216	            67.24188	
               2.040	             0.21025	             0.20873	            66.48214	
               2.050	             0.20683	             0.20527	            65.70141	
               2.060	             0.20331	             0.20176	            64.89366	
               2.070	             0.19972	             0.19818	            64.04961	
               2.080	             0.19613	             0.19457	            63.18863	
               2.090	             0.19246	             0.19095	            62.31024	
               2.100	             0.18900	             0.18776	            61.56044	
               2.110	             0.18771	             0.18643	            61.41683	
               2.120	             0.18642	             0.18503	            61.24460	
               2.130	             0.18503	             0.18359	            61.05564	
               2.140	             0.18358	             0.18205	            60.82636	
               2.150	             0.18210	             0.18048	            60.58273	
               2.160	             0.18052	             0.17886	            60.31932	
               2.170	             0.17890	             0.17716	            60.02266	
               2.180	             0.17726	             0.17540	            59.69857	
               2.190	             0.17556	             0.17366	            59.37771	
               2.200	             0.17380	             0.17185	            59.02992	
               2.210	             0.17198	             0.17000	            58.65758	
               2.220	             0.17018	             0.16809	            58.26298	
               2.230	             0.16836	             0.16622	            57.87418	
               2.240	             0.16649	             0.16433	            57.47019	
               2.250	             0.16460	             0.16240	            57.04894	
               2.260	             0.16268	             0.16044	            56.61237	
               2.270	             0.16074	             0.15847	            56.16359	
               2.280	             0.15879	             0.15654	            55.72657	
               2.290	             0.15689	             0.15461	            55.27829	
               2.300	             0.15497	             0.15266	            54.82033	
               2.310	             0.15304	             0.15071	            54.35419	
               2.320	             0.15112	             0.14875	            53.88127	
               2.330	             0.14919	             0.14685	            53.42086	
               2.340	             0.14727	             0.14495	            52.95777	
               2.350	             0.14536	             0.14306	            52.49072	
               2.360	             0.14346	             0.14118	            52.02083	
               2.370	             0.14158	             0.13931	            51.54917	
               2.380	             0.13975	             0.13748	            51.08712	
               2.390	             0.13793	             0.13568	            50.63068	
               2.400	             0.13613	             0.13390	            50.17442	
               2.410	             0.13435	             0.13213	            49.71917	
               2.420	             0.13259	             0.13039	            49.26569	
               2.430	             0.13085	             0.12868	            48.82147	
               2.440	             0.12913	             0.12701	            48.38650	
               2.450	             0.12744	             0.12536	            47.95460	
               2.460	             0.12578	             0.12374	            47.52633	
               2.470	             0.12414	             0.12214	            47.10221	
               2.480	             0.12254	             0.12058	            46.68827	
               2.490	             0.12096	             0.11905	            46.28438	
               2.500	             0.11942	             0.11756	            45.88541	
               2.510	             0.11792	             0.11608	            45.49175	
               2.520	             0.11644	             0.11472	            45.13840	
               2.530	             0.11664	             0.11501	            45.43008	
               2.540	             0.11685	             0.11516	            45.66781	
               2.550	             0.11694	             0.11519	            45.86234	
               2.560	             0.11689	             0.11514	            46.02263	
               2.570	             0.11672	             0.11497	            46.13271	
               2.580	             0.11649	             0.11469	            46.19968	
               2.590	             0.11615	             0.11435	            46.24008	
               2.600	             0.11570	             0.11389	            46.23440	
               2.610	             0.11515	             0.11335	            46.18899	
               2.620	             0.11452	             0.11275	            46.12149	
               2.630	             0.11383	             0.11205	            46.01215	
               2.640	             0.11306	             0.11128	            45.86781	
               2.650	             0.11219	             0.11046	            45.70427	
               2.660	             0.11127	             0.10956	            45.50302	
               2.670	             0.11030	             0.10860	            45.27264	
               2.680	             0.10926	             0.10760	            45.02431	
               2.690	             0.10816	             0.10653	            44.74222	
               2.700	             0.10703	             0.10542	            44.43933	
               2.710	             0.10584	             0.10427	            44.11662	
               2.720	             0.10461	             0.10305	            43.76378	
               2.730	             0.10335	             0.10183	            43.40251	
               2.740	             0.10203	             0.10055	            43.01479	
               2.750	             0.10069	             0.09925	            42.61385	
               2.760	             0.10017	             0.09918	            42.74008	
               2.770	             0.10031	             0.09925	            42.92405	
               2.780	             0.10037	             0.09924	            43.07330	
               2.790	             0.10036	             0.09917	            43.19814	
               2.800	             0.10032	             0.09905	            43.30283	
               2.810	             0.10021	             0.09886	            43.37475	
               2.820	             0.10002	             0.09860	            43.41460	
               2.830	             0.09977	             0.09831	            43.43709	
               2.840	             0.09948	             0.09796	            43.43701	
               2.850	             0.09914	             0.09755	            43.40669	
               2.860	             0.09874	             0.09707	            43.34683	
               2.870	             0.09827	             0.09657	            43.27097	
               2.880	             0.09775	             0.09602	            43.17528	
               2.890	             0.09717	             0.09541	            43.05174	
               2.900	             0.09658	             0.09475	            42.90096	
               2.910	             0.09593	             0.09406	            42.73726	
               2.920	             0.09523	             0.09334	            42.55425	
               2.930	             0.09448	             0.09257	            42.34555	
               2.940	             0.09368	             0.09174	            42.11175	
               2.950	             0.09283	             0.09091	            41.87169	
               2.960	             0.09194	             0.09003	            41.60875	
               2.970	             0.09104	             0.08911	            41.32212	
               2.980	             0.09010	             0.08816	            41.01706	
               2.990	             0.08912	             0.08719	            40.70326	
               3.000	             0.08810	             0.08618	            40.36710	
               3.010	             0.08704	             0.08513	            40.00911	
               3.020	             0.08594	             0.08407	            39.63837	
               3.030	             0.08481	             0.08298	            39.25575	
               3.040	             0.08367	             0.08186	            38.85255	
               3.050	             0.08285	             0.08143	            38.77511	
               3.060	             0.08269	             0.08127	            38.82837	
               3.070	             0.08253	             0.08109	            38.86738	
               3.080	             0.08234	             0.08088	            38.89221	
               3.090	             0.08213	             0.08064	            38.90294	
               3.100	             0.08188	             0.08037	            38.89962	
               3.110	             0.08161	             0.08010	            38.89255	
               3.120	             0.08134	             0.07980	            38.87450	
               3.130	             0.08104	             0.07948	            38.84251	
               3.140	             0.08072	             0.07914	            38.79663	
               3.150	             0.08037	             0.07876	            38.73693	
               3.160	             0.07999	             0.07838	            38.66850	
               3.170	             0.07960	             0.07798	            38.59425	
               3.180	             0.07919	             0.07756	            38.50626	
               3.190	             0.07876	             0.07711	            38.40461	
               3.200	             0.07832	             0.07664	            38.28938	
               3.210	             0.07784	             0.07615	            38.16316	
               3.220	             0.07735	             0.07565	            38.03352	
               3.230	             0.07683	             0.07513	            37.89041	
               3.240	             0.07629	             0.07459	            37.73392	
               3.250	             0.07573	             0.07403	            37.56414	
               3.260	             0.07517	             0.07345	            37.38577	
               3.270	             0.07458	             0.07287	            37.20181	
               3.280	             0.07398	             0.07226	            37.00475	
               3.290	             0.07335	             0.07163	            36.79468	
               3.300	             0.07270	             0.07098	            36.57248	
               3.310	             0.07204	             0.07033	            36.34851	
               3.320	             0.07135	             0.06967	            36.11177	
               3.330	             0.07064	             0.06898	            35.86241	
               3.340	             0.06994	             0.06828	            35.60504	
               3.350	             0.06921	             0.06757	            35.34214	
               3.360	             0.06847	             0.06684	            35.06691	
               3.370	             0.06771	             0.06611	            34.78431	
               3.380	             0.06693	             0.06537	            34.49586	
               3.390	             0.06613	             0.06483	            34.31157	
               3.400	             0.06532	             0.06455	            34.26390	
               3.410	             0.06463	             0.06426	            34.21320	
               3.420	             0.06434	             0.06396	            34.15439	
               3.430	             0.06402	             0.06366	            34.09000	
               3.440	             0.06372	             0.06333	            34.01495	
               3.450	             0.06343	             0.06300	            33.93264	
               3.460	             0.06333	             0.06266	            33.85082	
               3.470	             0.06327	             0.06260	            33.91438	
               3.480	             0.06320	             0.06252	            33.97032	
               3.490	             0.06312	             0.06244	            34.02536	
               3.500	             0.06302	             0.06235	            34.07392	
               3.510	             0.06293	             0.06226	            34.12068	
               3.520	             0.06282	             0.06216	            34.16172	
               3.530	             0.06270	             0.06205	            34.20110	
               3.540	             0.06256	             0.06194	            34.23457	
               3.550	             0.06242	             0.06183	            34.26811	
               3.560	             0.06227	             0.06170	            34.29656	
               3.570	             0.06211	             0.06158	            34.32231	
               3.580	             0.06194	             0.06144	            34.34439	
               3.590	             0.06176	             0.06131	            34.36225	
               3.600	             0.06159	             0.06116	            34.37645	
               3.610	             0.06143	             0.06101	            34.38635	
               3.620	             0.06126	             0.06085	            34.39342	
               3.630	             0.06109	             0.06069	            34.39640	
               3.640	             0.06094	             0.06055	            34.41269	
               3.650	             0.06077	             0.06050	            34.47759	
               3.660	             0.06063	             0.06044	            34.54050	
               3.670	             0.06062	             0.06038	            34.59674	
               3.680	             0.06059	             0.06030	            34.64663	
               3.690	             0.06055	             0.06022	            34.69417	
               3.700	             0.06050	             0.06013	            34.73342	
               3.710	             0.06044	             0.06002	            34.76438	
               3.720	             0.06037	             0.05991	            34.79334	
               3.730	             0.06028	             0.05978	            34.81562	
               3.740	             0.06019	             0.05965	            34.82967	
               3.750	             0.06008	             0.05950	            34.83550	
               3.760	             0.05995	             0.05935	            34.83883	
               3.770	             0.05982	             0.05918	            34.83609	
               3.780	             0.05967	             0.05901	            34.82521	
               3.790	             0.05952	             0.05882	            34.80625	
               3.800	             0.05936	             0.05863	            34.78329	
               3.810	             0.05918	             0.05843	            34.75593	
               3.820	             0.05900	             0.05821	            34.72060	
               3.830	             0.05880	             0.05799	            34.67734	
               3.840	             0.05859	             0.05776	            34.63090	
               3.850	             0.05836	             0.05753	            34.57948	
               3.860	             0.05813	             0.05728	            34.52028	
               3.870	             0.05789	             0.05702	            34.45491	
               3.880	             0.05765	             0.05677	            34.38775	
               3.890	             0.05739	             0.05650	            34.31297	
               3.900	             0.05712	             0.05622	            34.23332	
               3.910	             0.05684	             0.05594	            34.15079	
               3.920	             0.05655	             0.05565	            34.06165	
               3.930	             0.05626	             0.05536	            33.97149	
               3.940	             0.05595	             0.05507	            33.87638	
               3.950	             0.05563	             0.05477	            33.77872	
               3.960	             0.05530	             0.05447	            33.67880	
               3.970	             0.05498	             0.05417	            33.57376	
               3.980	             0.05464	             0.05386	            33.46756	
               3.990	             0.05429	             0.05354	            33.35529	
               4.000	             0.05394	             0.05322	            33.24024	
               4.010	             0.05358	             0.05290	            33.12090	
               4.020	             0.05321	             0.05257	            32.99530	
               4.030	             0.05283	             0.05224	            32.86907	
               4.040	             0.05245	             0.05190	            32.73608	
               4.050	             0.05206	             0.05156	            32.60017	
               4.060	             0.05167	             0.05121	            32.46059	
               4.070	             0.05132	             0.05086	            32.31624	
               4.080	             0.05098	             0.05050	            32.17024	
               4.090	             0.05063	             0.05014	            32.02001	
               4.100	             0.05028	             0.04978	            31.86777	
               4.110	             0.04992	             0.04942	            31.71388	
               4.120	             0.04955	             0.04906	            31.55677	
               4.130	             0.04918	             0.04869	            31.39862	
               4.140	             0.04881	             0.04833	            31.23666	
               4.150	             0.04842	             0.04796	            31.07266	
               4.160	             0.04803	             0.04758	            30.90337	
               4.170	             0.04764	             0.04721	            30.73371	
               4.180	             0.04725	             0.04682	            30.55829	
               4.190	             0.04685	             0.04644	            30.38089	
               4.200	             0.04644	             0.04605	            30.20017	
               4.210	             0.04604	             0.04566	            30.01433	
               4.220	             0.04567	             0.04527	            29.82849	
               4.230	             0.04529	             0.04488	            29.63733	
               4.240	             0.04491	             0.04448	            29.44251	
               4.250	             0.04452	             0.04408	            29.24659	
               4.260	             0.04413	             0.04367	            29.04562	
               4.270	             0.04373	             0.04326	            28.83993	
               4.280	             0.04332	             0.04285	            28.63457	
               4.290	             0.04292	             0.04244	            28.42443	
               4.300	             0.04252	             0.04202	            28.20963	
               4.310	             0.04210	             0.04160	            27.99197	
               4.320	             0.04169	             0.04118	            27.77331	
               4.330	             0.04127	             0.04075	            27.55027	
               4.340	             0.04085	             0.04032	            27.32298	
               4.350	             0.04060	             0.04010	            27.23175	
               4.360	             0.04065	             0.04014	            27.32130	
               4.370	             0.04069	             0.04017	            27.40772	
               4.380	             0.04073	             0.04020	            27.49050	
               4.390	             0.04077	             0.04022	            27.56968	
               4.400	             0.04080	             0.04024	            27.64528	
               4.410	             0.04083	             0.04026	            27.72067	
               4.420	             0.04086	             0.04027	            27.79281	
               4.430	             0.04088	             0.04028	            27.86141	
               4.440	             0.04089	             0.04029	            27.92651	
               4.450	             0.04090	             0.04028	            27.98897	
               4.460	             0.04090	             0.04028	            28.05074	
               4.470	             0.04090	             0.04028	            28.10905	
               4.480	             0.04089	             0.04026	            28.16393	
               4.490	             0.04088	             0.04025	            28.21542	
               4.500	             0.04087	             0.04023	            28.26550	
               4.510	             0.04085	             0.04021	            28.31382	
               4.520	             0.04083	             0.04018	            28.35881	
               4.530	             0.04081	             0.04015	            28.40048	
               4.540	             0.04078	             0.04012	            28.43887	
               4.550	             0.04075	             0.04009	            28.47687	
               4.560	             0.04071	             0.04005	            28.51228	
               4.570	             0.04067	             0.04001	            28.54447	
               4.580	             0.04062	             0.03996	            28.57348	
               4.590	             0.04057	             0.03991	            28.59953	
               4.600	             0.04052	             0.03986	            28.62571	
               4.610	             0.04046	             0.03980	            28.64877	
               4.620	             0.04040	             0.03974	            28.66874	
               4.630	             0.04034	             0.03968	            28.68567	
               4.640	             0.04027	             0.03962	            28.69959	
               4.650	             0.04020	             0.03955	            28.71387	
               4.660	             0.04013	             0.03948	            28.72518	
               4.670	             0.04005	             0.03941	            28.73354	
               4.680	             0.03998	             0.03933	            28.73899	
               4.690	             0.03989	             0.03925	            28.74157	
               4.700	             0.03981	             0.03917	            28.74221	
               4.710	             0.03972	             0.03909	            28.74238	
               4.720	             0.03963	             0.03900	            28.73975	
               4.730	             0.03954	             0.03891	            28.73436	
               4.740	             0.03944	             0.03882	            28.72622	
               4.750	             0.03934	             0.03872	            28.71539	
               4.760	             0.03924	             0.03862	            28.70190	
               4.770	             0.03914	             0.03852	            28.68883	
               4.780	             0.03905	             0.03842	            28.67322	
               4.790	             0.03894	             0.03832	            28.65502	
               4.800	             0.03884	             0.03821	            28.63428	
               4.810	             0.03873	             0.03810	            28.61101	
               4.820	             0.03862	             0.03798	            28.58526	
               4.830	             0.03851	             0.03787	            28.55931	
               4.840	             0.03840	             0.03776	            28.53170	
               4.850	             0.03828	             0.03764	            28.50167	
               4.860	             0.03816	             0.03752	            28.46928	
               4.870	             0.03804	             0.03740	            28.43455	
               4.880	             0.03792	             0.03727	            28.39847	
               4.890	             0.03780	             0.03715	            28.36207	
               4.900	             0.03768	             0.03702	            28.32340	
               4.910	             0.03755	             0.03689	            28.28251	
               4.920	             0.03742	             0.03676	            28.23944	
               4.930	             0.03729	             0.03663	            28.19702	
               4.940	             0.03716	             0.03650	            28.15244	
               4.950	             0.03703	             0.03637	            28.10576	
               4.960	             0.03689	             0.03623	            28.05836	
               4.970	             0.03676	             0.03610	            28.01028	
               4.980	             0.03662	             0.03596	            27.96016	
               4.990	             0.03648	             0.03582	            27.90863	
               5.000	             0.03634	             0.03568	            27.85720	
               5.010	             0.03620	             0.03554	            27.80381	
               5.020	             0.03606	             0.03540	            27.74848	
               5.030	             0.03591	             0.03526	            27.69293	
               5.040	             0.03577	             0.03512	            27.63643	
               5.050	             0.03562	             0.03498	            27.57806	
               5.060	             0.03547	             0.03483	            27.51786	
               5.070	             0.03532	             0.03469	            27.45700	
               5.080	             0.03517	             0.03454	            27.39575	
               5.090	             0.03501	             0.03439	            27.33275	
               5.100	             0.03486	             0.03424	            27.26803	
               5.110	             0.03470	             0.03409	            27.20161	
               5.120	             0.03455	             0.03394	            27.13458	
               5.130	             0.03439	             0.03379	            27.06728	
               5.140	             0.03423	             0.03364	            26.99835	
               5.150	             0.03407	             0.03349	            26.92783	
               5.160	             0.03391	             0.03333	            26.85575	
               5.170	             0.03375	             0.03318	            26.78213	
               5.180	             0.03359	             0.03302	            26.70822	
               5.190	             0.03343	             0.03287	            26.63392	
               5.200	             0.03326	             0.03271	            26.55815	
               5.210	             0.03310	             0.03255	            26.48095	
               5.220	             0.03293	             0.03240	            26.40234	
               5.230	             0.03276	             0.03224	            26.32236	
               5.240	             0.03260	             0.03207	            26.24103	
               5.250	             0.03243	             0.03191	            26.16010	
               5.260	             0.03226	             0.03175	            26.07830	
               5.270	             0.03209	             0.03159	            25.99522	
               5.280	             0.03192	             0.03143	            25.91089	
               5.290	             0.03175	             0.03127	            25.82533	
               5.300	             0.03158	             0.03110	            25.73857	
               5.310	             0.03141	             0.03094	            25.65064	
               5.320	             0.03123	             0.03078	            25.56293	
               5.330	             0.03107	             0.03061	            25.47473	
               5.340	             0.03091	             0.03045	            25.38543	
               5.350	             0.03075	             0.03028	            25.29504	
               5.360	             0.03059	             0.03012	            25.20486	
               5.370	             0.03043	             0.03010	            25.23386	
               5.380	             0.03027	             0.03007	            25.25834	
               5.390	             0.03024	             0.03004	            25.27763	
               5.400	             0.03021	             0.03000	            25.29128	
               5.410	             0.03018	             0.02995	            25.30107	
               5.420	             0.03015	             0.02990	            25.30421	
               5.430	             0.03011	             0.02985	            25.30427	
               5.440	             0.03007	             0.02979	            25.29826	
               5.450	             0.03002	             0.02972	            25.28826	
               5.460	             0.02996	             0.02965	            25.27334	
               5.470	             0.02990	             0.02957	            25.25418	
               5.480	             0.02983	             0.02949	            25.23056	
               5.490	             0.02975	             0.02940	            25.20255	
               5.500	             0.02967	             0.02931	            25.17048	
               5.510	             0.02958	             0.02922	            25.13323	
               5.520	             0.02949	             0.02912	            25.09295	
               5.530	             0.02939	             0.02901	            25.04679	
               5.540	             0.02928	             0.02890	            24.99807	
               5.550	             0.02917	             0.02879	            24.94408	
               5.560	             0.02905	             0.02872	            24.93010	
               5.570	             0.02899	             0.02875	            24.99950	
               5.580	             0.02898	             0.02877	            25.06590	
               5.590	             0.02897	             0.02879	            25.12785	
               5.600	             0.02897	             0.02881	            25.18526	
               5.610	             0.02898	             0.02881	            25.23846	
               5.620	             0.02898	             0.02882	            25.28799	
               5.630	             0.02899	             0.02882	            25.33548	
               5.640	             0.02900	             0.02882	            25.37986	
               5.650	             0.02899	             0.02882	            25.42256	
               5.660	             0.02898	             0.02881	            25.46245	
               5.670	             0.02896	             0.02880	            25.49879	
               5.680	             0.02894	             0.02879	            25.53125	
               5.690	             0.02892	             0.02877	            25.56049	
               5.700	             0.02890	             0.02875	            25.58631	
               5.710	             0.02889	             0.02873	            25.60867	
               5.720	             0.02886	             0.02870	            25.62732	
               5.730	             0.02884	             0.02866	            25.64178	
               5.740	             0.02880	             0.02862	            25.65165	
               5.750	             0.02876	             0.02858	            25.65680	
               5.760	             0.02871	             0.02853	            25.65711	
               5.770	             0.02867	             0.02848	            25.65301	
               5.780	             0.02862	             0.02842	            25.64409	
               5.790	             0.02856	             0.02835	            25.62916	
               5.800	             0.02850	             0.02828	            25.60940	
               5.810	             0.02844	             0.02820	            25.58444	
               5.820	             0.02837	             0.02812	            25.55337	
               5.830	             0.02829	             0.02803	            25.51855	
               5.840	             0.02820	             0.02794	            25.47809	
               5.850	             0.02811	             0.02784	            25.43221	
               5.860	             0.02802	             0.02774	            25.38249	
