        Period [sec]	     Acc./Damp.=5.0%	  PS-Acc./Damp.=5.0%	  PS-Vel./Damp.=5.0%	
               0.510	             0.97498	             0.97012	            77.24731	
               0.520	             0.93344	             0.92883	            75.41030	
               0.530	             0.85848	             0.85391	            70.66036	
               0.540	             0.80849	             0.80227	            67.64006	
               0.550	             0.78572	             0.77979	            66.96228	
               0.560	             0.78133	             0.77612	            67.85875	
               0.570	             0.75308	             0.74838	            66.60182	
               0.580	             0.70802	             0.70418	            63.76741	
               0.590	             0.66391	             0.66132	            60.91940	
               0.600	             0.63280	             0.63085	            59.09684	
               0.610	             0.61478	             0.61284	            58.36667	
               0.620	             0.60263	             0.60012	            58.09258	
               0.630	             0.58791	             0.58433	            57.47582	
               0.640	             0.56473	             0.56088	            56.04536	
               0.650	             0.53685	             0.53294	            54.08561	
               0.660	             0.50407	             0.50016	            51.53997	
               0.670	             0.47319	             0.46969	            49.13359	
               0.680	             0.44652	             0.44307	            47.04067	
               0.690	             0.42694	             0.42353	            45.62681	
               0.700	             0.44416	             0.44227	            48.33695	
               0.710	             0.48112	             0.47872	            53.06757	
               0.720	             0.51478	             0.51216	            57.57428	
               0.730	             0.54582	             0.54307	            61.89714	
               0.740	             0.57269	             0.56966	            65.81630	
               0.750	             0.59206	             0.58899	            68.97031	
               0.760	             0.59972	             0.59615	            70.73838	
               0.770	             0.59257	             0.58854	            70.75455	
               0.780	             0.57115	             0.56799	            69.17141	
               0.790	             0.53885	             0.53567	            66.07122	
               0.800	             0.49983	             0.49772	            62.16784	
               0.810	             0.47902	             0.47602	            60.20006	
               0.820	             0.45658	             0.45372	            58.08875	
               0.830	             0.43498	             0.43267	            56.06938	
               0.840	             0.41741	             0.41519	            54.45191	
               0.850	             0.40605	             0.40361	            53.56323	
               0.860	             0.40201	             0.39918	            53.59884	
               0.870	             0.40532	             0.40271	            54.70179	
               0.880	             0.41513	             0.41266	            56.69806	
               0.890	             0.42993	             0.42737	            59.38640	
               0.900	             0.44742	             0.44478	            62.49998	
               0.910	             0.46573	             0.46272	            65.74351	
               0.920	             0.48279	             0.47990	            68.93251	
               0.930	             0.49735	             0.49476	            71.83979	
               0.940	             0.50928	             0.50742	            74.47000	
               0.950	             0.51915	             0.51838	            76.88871	
               0.960	             0.53002	             0.52892	            79.27739	
               0.970	             0.53908	             0.53723	            81.36236	
               0.980	             0.54475	             0.54237	            82.98793	
               0.990	             0.54746	             0.54408	            84.09844	
               1.000	             0.54577	             0.54084	            84.44121	
               1.010	             0.54218	             0.53789	            84.82075	
               1.020	             0.53583	             0.53213	            84.74377	
               1.030	             0.52764	             0.52442	            84.33538	
               1.040	             0.51975	             0.51568	            83.73360	
               1.050	             0.51242	             0.50776	            83.24178	
               1.060	             0.50523	             0.50094	            82.90470	
               1.070	             0.49849	             0.49451	            82.61282	
               1.080	             0.49221	             0.48849	            82.36987	
               1.090	             0.48607	             0.48259	            82.12808	
               1.100	             0.48012	             0.47629	            81.79945	
               1.110	             0.47440	             0.47037	            81.51840	
               1.120	             0.46710	             0.46333	            81.02190	
               1.130	             0.45771	             0.45419	            80.13254	
               1.140	             0.44598	             0.44268	            78.79177	
               1.150	             0.43263	             0.42969	            77.15145	
               1.160	             0.41801	             0.41528	            75.21213	
               1.170	             0.40159	             0.39903	            72.89306	
               1.180	             0.38409	             0.38190	            70.35872	
               1.190	             0.36635	             0.36496	            67.80817	
               1.200	             0.34929	             0.34824	            65.24531	
               1.210	             0.33360	             0.33260	            62.83449	
               1.220	             0.32015	             0.31881	            60.72656	
               1.230	             0.31032	             0.30964	            59.46305	
               1.240	             0.30375	             0.30304	            58.66838	
               1.250	             0.29869	             0.29731	            58.02436	
               1.260	             0.29619	             0.29378	            57.79390	
               1.270	             0.29872	             0.29586	            58.66587	
               1.280	             0.30375	             0.30088	            60.12929	
               1.290	             0.31085	             0.30795	            62.02454	
               1.300	             0.31956	             0.31664	            64.26829	
               1.310	             0.32944	             0.32648	            66.77547	
               1.320	             0.34005	             0.33705	            69.46396	
               1.330	             0.35103	             0.34797	            72.25781	
               1.340	             0.36204	             0.35891	            75.08901	
               1.350	             0.37280	             0.36958	            77.89800	
               1.360	             0.38307	             0.37974	            80.63338	
               1.370	             0.39267	             0.38921	            83.25095	
               1.380	             0.40142	             0.39855	            85.87125	
               1.390	             0.40979	             0.40720	            88.37129	
               1.400	             0.41759	             0.41484	            90.67683	
               1.410	             0.42429	             0.42219	            92.94273	
               1.420	             0.43034	             0.42876	            95.05957	
               1.430	             0.43671	             0.43514	            97.15158	
               1.440	             0.44234	             0.44053	            99.04393	
               1.450	             0.44754	             0.44512	           100.76982	
               1.460	             0.45190	             0.44923	           102.40297	
               1.470	             0.45487	             0.45193	           103.72443	
               1.480	             0.45667	             0.45413	           104.93760	
               1.490	             0.45827	             0.45544	           105.95251	
               1.500	             0.45843	             0.45596	           106.78527	
               1.510	             0.45793	             0.45625	           107.56479	
               1.520	             0.45980	             0.45902	           108.93436	
               1.530	             0.46365	             0.46207	           110.37882	
               1.540	             0.46705	             0.46510	           111.83032	
               1.550	             0.46906	             0.46677	           112.96054	
               1.560	             0.47073	             0.46823	           114.04466	
               1.570	             0.47151	             0.46866	           114.88109	
               1.580	             0.47105	             0.46804	           115.45936	
               1.590	             0.47406	             0.47125	           116.98801	
               1.600	             0.47732	             0.47461	           118.56229	
               1.610	             0.48046	             0.47727	           119.97172	
               1.620	             0.48199	             0.47836	           120.99214	
               1.630	             0.48260	             0.47951	           122.03238	
               1.640	             0.48279	             0.47921	           122.70537	
               1.650	             0.48164	             0.47826	           123.20860	
               1.660	             0.48044	             0.47693	           123.61032	
               1.670	             0.47842	             0.47445	           123.70689	
               1.680	             0.47537	             0.47196	           123.79649	
               1.690	             0.47227	             0.46889	           123.72204	
               1.700	             0.46876	             0.46537	           123.51963	
               1.710	             0.46448	             0.46193	           123.32704	
               1.720	             0.46073	             0.45820	           123.04632	
               1.730	             0.45673	             0.45455	           122.77777	
               1.740	             0.45288	             0.45083	           122.47643	
               1.750	             0.44946	             0.44711	           122.16307	
               1.760	             0.44560	             0.44301	           121.73492	
               1.770	             0.44191	             0.43929	           121.39755	
               1.780	             0.43808	             0.43502	           120.89811	
               1.790	             0.43374	             0.43093	           120.43402	
               1.800	             0.42939	             0.42673	           119.92627	
               1.810	             0.42513	             0.42259	           119.42422	
               1.820	             0.42039	             0.41894	           119.04595	
               1.830	             0.41773	             0.41674	           119.07092	
               1.840	             0.41605	             0.41476	           119.15420	
               1.850	             0.41465	             0.41306	           119.30801	
               1.860	             0.41294	             0.41154	           119.51149	
               1.870	             0.41151	             0.40997	           119.69720	
               1.880	             0.41018	             0.40844	           119.88717	
               1.890	             0.40887	             0.40724	           120.17075	
               1.900	             0.41392	             0.41125	           121.99669	
               1.910	             0.41789	             0.41556	           123.92435	
               1.920	             0.42140	             0.41968	           125.80926	
               1.930	             0.42522	             0.42391	           127.73882	
               1.940	             0.42947	             0.42786	           129.59756	
               1.950	             0.43350	             0.43126	           131.29928	
               1.960	             0.43655	             0.43450	           132.96298	
               1.970	             0.43942	             0.43713	           134.45158	
               1.980	             0.44136	             0.43933	           135.81392	
               1.990	             0.44337	             0.44147	           137.16660	
               2.000	             0.44502	             0.44282	           138.27746	
               2.010	             0.44637	             0.44377	           139.26448	
               2.020	             0.44683	             0.44394	           140.01164	
               2.030	             0.44635	             0.44370	           140.62945	
               2.040	             0.44566	             0.44290	           141.06812	
               2.050	             0.44395	             0.44164	           141.35482	
               2.060	             0.44218	             0.44025	           141.59628	
               2.070	             0.44034	             0.43870	           141.78308	
               2.080	             0.43854	             0.43655	           141.76945	
               2.090	             0.43649	             0.43411	           141.65747	
               2.100	             0.43374	             0.43090	           141.28117	
               2.110	             0.43014	             0.42757	           140.85605	
               2.120	             0.42655	             0.42338	           140.13823	
               2.130	             0.42216	             0.41914	           139.38795	
               2.140	             0.41707	             0.41428	           138.42029	
               2.150	             0.41208	             0.40929	           137.39039	
               2.160	             0.40646	             0.40391	           136.21677	
               2.170	             0.40079	             0.39854	           135.02612	
               2.180	             0.39488	             0.39285	           133.71375	
               2.190	             0.38914	             0.38733	           132.43713	
               2.200	             0.38334	             0.38178	           131.13572	
               2.210	             0.37761	             0.37633	           129.85327	
               2.220	             0.37215	             0.37114	           128.63969	
               2.230	             0.36708	             0.36618	           127.49484	
               2.240	             0.36484	             0.36319	           127.01869	
               2.250	             0.36313	             0.36234	           127.28759	
               2.260	             0.36269	             0.36137	           127.51047	
               2.270	             0.36216	             0.36043	           127.74277	
               2.280	             0.36118	             0.35918	           127.85887	
               2.290	             0.35969	             0.35780	           127.92703	
               2.300	             0.35809	             0.35651	           128.02211	
               2.310	             0.35663	             0.35485	           127.98238	
               2.320	             0.35513	             0.35339	           128.00541	
               2.330	             0.35378	             0.35157	           127.89767	
               2.340	             0.35212	             0.34983	           127.80881	
               2.350	             0.35020	             0.34798	           127.67689	
               2.360	             0.34824	             0.34626	           127.58719	
               2.370	             0.34638	             0.34465	           127.53154	
               2.380	             0.34436	             0.34314	           127.50698	
               2.390	             0.34303	             0.34183	           127.55562	
               2.400	             0.34203	             0.34044	           127.56670	
               2.410	             0.34088	             0.33901	           127.56312	
               2.420	             0.33960	             0.33777	           127.62325	
               2.430	             0.33857	             0.33641	           127.63297	
               2.440	             0.33746	             0.33494	           127.59806	
               2.450	             0.33624	             0.33375	           127.66619	
               2.460	             0.33492	             0.33245	           127.68783	
               2.470	             0.33349	             0.33104	           127.66311	
               2.480	             0.33225	             0.32983	           127.70999	
               2.490	             0.33097	             0.32856	           127.73368	
               2.500	             0.32957	             0.32736	           127.77736	
               2.510	             0.32818	             0.32646	           127.93637	
               2.520	             0.32688	             0.32581	           128.19169	
               2.530	             0.32638	             0.32509	           128.41519	
               2.540	             0.32586	             0.32442	           128.65536	
               2.550	             0.32528	             0.32372	           128.88236	
               2.560	             0.32476	             0.32301	           129.10725	
               2.570	             0.32405	             0.32229	           129.32167	
               2.580	             0.32314	             0.32170	           129.58473	
               2.590	             0.32227	             0.32095	           129.78696	
               2.600	             0.32164	             0.32031	           130.02652	
               2.610	             0.32097	             0.31961	           130.24106	
               2.620	             0.32024	             0.31891	           130.45572	
               2.630	             0.31931	             0.31827	           130.68946	
               2.640	             0.31872	             0.31760	           130.90870	
               2.650	             0.31810	             0.31680	           131.07459	
               2.660	             0.31744	             0.31598	           131.23023	
               2.670	             0.31650	             0.31501	           131.31920	
               2.680	             0.31562	             0.31397	           131.37473	
               2.690	             0.31451	             0.31282	           131.38013	
               2.700	             0.31321	             0.31153	           131.32517	
               2.710	             0.31191	             0.31018	           131.24272	
               2.720	             0.31035	             0.30861	           131.06004	
               2.730	             0.30883	             0.30708	           130.88783	
               2.740	             0.30708	             0.30528	           130.59945	
               2.750	             0.30530	             0.30349	           130.30803	
               2.760	             0.30338	             0.30152	           129.93223	
               2.770	             0.30122	             0.29951	           129.53149	
               2.780	             0.29911	             0.29737	           129.07151	
               2.790	             0.29679	             0.29520	           128.59269	
               2.800	             0.29446	             0.29292	           128.05322	
               2.810	             0.29203	             0.29062	           127.50160	
               2.820	             0.28967	             0.28819	           126.88859	
               2.830	             0.28720	             0.28572	           126.24510	
               2.840	             0.28473	             0.28318	           125.56559	
               2.850	             0.28207	             0.28054	           124.83229	
               2.860	             0.27949	             0.27790	           124.09403	
               2.870	             0.27675	             0.27518	           123.30765	
               2.880	             0.27388	             0.27247	           122.51872	
               2.890	             0.27108	             0.26967	           121.68228	
               2.900	             0.26820	             0.26691	           120.85098	
               2.910	             0.26535	             0.26400	           119.94728	
               2.920	             0.26261	             0.26115	           119.05778	
               2.930	             0.25974	             0.25822	           118.12658	
               2.940	             0.25676	             0.25522	           117.15218	
               2.950	             0.25387	             0.25229	           116.20155	
               2.960	             0.25090	             0.24927	           115.19754	
               2.970	             0.24784	             0.24635	           114.23497	
               2.980	             0.24470	             0.24335	           113.22329	
               2.990	             0.24165	             0.24042	           112.23529	
               3.000	             0.23861	             0.23746	           111.22405	
               3.010	             0.23570	             0.23446	           110.18701	
               3.020	             0.23285	             0.23156	           109.18225	
               3.030	             0.22994	             0.22860	           108.14420	
               3.040	             0.22699	             0.22575	           107.15114	
               3.050	             0.22403	             0.22292	           106.15507	
               3.060	             0.22115	             0.22015	           105.17813	
               3.070	             0.21825	             0.21737	           104.18867	
               3.080	             0.21552	             0.21467	           103.23174	
               3.090	             0.21287	             0.21195	           102.25193	
               3.100	             0.21031	             0.20920	           101.25343	
               3.110	             0.20772	             0.20656	           100.30016	
               3.120	             0.20512	             0.20391	            99.32987	
               3.130	             0.20250	             0.20124	            98.34518	
               3.140	             0.19988	             0.19857	            97.34855	
               3.150	             0.19736	             0.19599	            96.39020	
               3.160	             0.19484	             0.19342	            95.42943	
               3.170	             0.19231	             0.19085	            94.46083	
               3.180	             0.18979	             0.18829	            93.48636	
               3.190	             0.18727	             0.18574	            92.50785	
               3.200	             0.18477	             0.18326	            91.55858	
               3.210	             0.18231	             0.18082	            90.62126	
               3.220	             0.17992	             0.17839	            89.68265	
               3.230	             0.17754	             0.17597	            88.74421	
               3.240	             0.17518	             0.17358	            87.80729	
               3.250	             0.17283	             0.17120	            86.87317	
               3.260	             0.17051	             0.16886	            85.94543	
               3.270	             0.16821	             0.16660	            85.05565	
               3.280	             0.16594	             0.16436	            84.17031	
               3.290	             0.16371	             0.16215	            83.29044	
               3.300	             0.16155	             0.15996	            82.41701	
               3.310	             0.15942	             0.15780	            81.55094	
               3.320	             0.15731	             0.15567	            80.69308	
               3.330	             0.15524	             0.15357	            79.84425	
               3.340	             0.15319	             0.15150	            79.00520	
               3.350	             0.15117	             0.14950	            78.19353	
               3.360	             0.14919	             0.14754	            77.40020	
               3.370	             0.14724	             0.14562	            76.61746	
               3.380	             0.14533	             0.14372	            75.84595	
               3.390	             0.14345	             0.14186	            75.08630	
               3.400	             0.14160	             0.14004	            74.33910	
               3.410	             0.13981	             0.13825	            73.60490	
               3.420	             0.13807	             0.13650	            72.88421	
               3.430	             0.13637	             0.13478	            72.17862	
               3.440	             0.13470	             0.13313	            71.50344	
               3.450	             0.13307	             0.13152	            70.84225	
               3.460	             0.13148	             0.12994	            70.19549	
               3.470	             0.12992	             0.12840	            69.56358	
               3.480	             0.12840	             0.12690	            68.94690	
               3.490	             0.12692	             0.12544	            68.35199	
               3.500	             0.12548	             0.12404	            67.78016	
               3.510	             0.12408	             0.12267	            67.22381	
               3.520	             0.12272	             0.12133	            66.68322	
               3.530	             0.12139	             0.12004	            66.15865	
               3.540	             0.12010	             0.11880	            65.66018	
               3.550	             0.11885	             0.11760	            65.17960	
               3.560	             0.11764	             0.11643	            64.71507	
               3.570	             0.11647	             0.11530	            64.26671	
               3.580	             0.11533	             0.11420	            63.83463	
               3.590	             0.11424	             0.11314	            63.41888	
               3.600	             0.11318	             0.11212	            63.01949	
               3.610	             0.11215	             0.11113	            62.63644	
               3.620	             0.11116	             0.11018	            62.27246	
               3.630	             0.11021	             0.10927	            61.93104	
               3.640	             0.10929	             0.10840	            61.60541	
               3.650	             0.10840	             0.10756	            61.29541	
               3.660	             0.10755	             0.10675	            61.00085	
               3.670	             0.10673	             0.10597	            60.72149	
               3.680	             0.10594	             0.10522	            60.45706	
               3.690	             0.10518	             0.10450	            60.20722	
               3.700	             0.10446	             0.10381	            59.97164	
               3.710	             0.10377	             0.10315	            59.74989	
               3.720	             0.10311	             0.10252	            59.54155	
               3.730	             0.10249	             0.10190	            59.34615	
               3.740	             0.10193	             0.10133	            59.17039	
               3.750	             0.10139	             0.10078	            59.00845	
               3.760	             0.10088	             0.10026	            58.85793	
               3.770	             0.10039	             0.09976	            58.71824	
               3.780	             0.09992	             0.09927	            58.58875	
               3.790	             0.09947	             0.09881	            58.46882	
               3.800	             0.09904	             0.09836	            58.35778	
               3.810	             0.09862	             0.09793	            58.25493	
               3.820	             0.09822	             0.09751	            58.15954	
               3.830	             0.09784	             0.09712	            58.07902	
               3.840	             0.09746	             0.09675	            58.00766	
               3.850	             0.09710	             0.09639	            57.94173	
               3.860	             0.09675	             0.09604	            57.88044	
               3.870	             0.09641	             0.09570	            57.82299	
               3.880	             0.09607	             0.09536	            57.76858	
               3.890	             0.09574	             0.09503	            57.71637	
               3.900	             0.09541	             0.09471	            57.67165	
               3.910	             0.09509	             0.09441	            57.63513	
               3.920	             0.09479	             0.09411	            57.59862	
               3.930	             0.09449	             0.09381	            57.56128	
               3.940	             0.09419	             0.09351	            57.52227	
               3.950	             0.09389	             0.09320	            57.48074	
               3.960	             0.09359	             0.09290	            57.43587	
               3.970	             0.09328	             0.09259	            57.39346	
               3.980	             0.09299	             0.09230	            57.35577	
               3.990	             0.09269	             0.09200	            57.31258	
               4.000	             0.09239	             0.09169	            57.26308	
               4.010	             0.09210	             0.09137	            57.20647	
               4.020	             0.09180	             0.09104	            57.14199	
               4.030	             0.09149	             0.09071	            57.07466	
               4.040	             0.09117	             0.09038	            57.01059	
               4.050	             0.09083	             0.09004	            56.93667	
               4.060	             0.09048	             0.08969	            56.85219	
               4.070	             0.09012	             0.08932	            56.75645	
               4.080	             0.08975	             0.08896	            56.66847	
               4.090	             0.08939	             0.08858	            56.56815	
               4.100	             0.08900	             0.08821	            56.46422	
               4.110	             0.08859	             0.08783	            56.36059	
               4.120	             0.08817	             0.08746	            56.26119	
               4.130	             0.08772	             0.08710	            56.16446	
               4.140	             0.08725	             0.08672	            56.05716	
               4.150	             0.08677	             0.08635	            55.94727	
               4.160	             0.08645	             0.08596	            55.83075	
               4.170	             0.08668	             0.08595	            55.95752	
               4.180	             0.08690	             0.08613	            56.21206	
               4.190	             0.08712	             0.08631	            56.46296	
               4.200	             0.08734	             0.08648	            56.70960	
               4.210	             0.08754	             0.08664	            56.95138	
               4.220	             0.08774	             0.08680	            57.19303	
               4.230	             0.08793	             0.08697	            57.43639	
               4.240	             0.08811	             0.08712	            57.67351	
               4.250	             0.08828	             0.08726	            57.90384	
               4.260	             0.08844	             0.08739	            58.12681	
               4.270	             0.08858	             0.08751	            58.34191	
               4.280	             0.08872	             0.08762	            58.54859	
               4.290	             0.08884	             0.08771	            58.74637	
               4.300	             0.08895	             0.08787	            58.99080	
               4.310	             0.08905	             0.08802	            59.23200	
               4.320	             0.08913	             0.08816	            59.46405	
               4.330	             0.08919	             0.08829	            59.68645	
               4.340	             0.08924	             0.08840	            59.90035	
               4.350	             0.08927	             0.08852	            60.11880	
               4.360	             0.08928	             0.08862	            60.32648	
               4.370	             0.08928	             0.08871	            60.52297	
               4.380	             0.08933	             0.08877	            60.70782	
               4.390	             0.08944	             0.08882	            60.88064	
               4.400	             0.08953	             0.08885	            61.04102	
               4.410	             0.08961	             0.08887	            61.18861	
               4.420	             0.08967	             0.08886	            61.32304	
               4.430	             0.08971	             0.08886	            61.46281	
               4.440	             0.08974	             0.08884	            61.58903	
               4.450	             0.08974	             0.08881	            61.70130	
               4.460	             0.08972	             0.08875	            61.79933	
               4.470	             0.08969	             0.08867	            61.88284	
               4.480	             0.08963	             0.08857	            61.95156	
               4.490	             0.08956	             0.08845	            62.00527	
               4.500	             0.08946	             0.08831	            62.04373	
               4.510	             0.08934	             0.08815	            62.06771	
               4.520	             0.08920	             0.08799	            62.09556	
               4.530	             0.08904	             0.08781	            62.10767	
               4.540	             0.08886	             0.08761	            62.10388	
               4.550	             0.08865	             0.08739	            62.08404	
               4.560	             0.08845	             0.08715	            62.04802	
               4.570	             0.08823	             0.08689	            61.99571	
               4.580	             0.08799	             0.08660	            61.92702	
               4.590	             0.08773	             0.08631	            61.85161	
               4.600	             0.08745	             0.08601	            61.77103	
               4.610	             0.08714	             0.08569	            61.67386	
               4.620	             0.08682	             0.08534	            61.56006	
               4.630	             0.08647	             0.08498	            61.42961	
               4.640	             0.08610	             0.08459	            61.28250	
               4.650	             0.08571	             0.08418	            61.11875	
               4.660	             0.08530	             0.08378	            60.95947	
               4.670	             0.08487	             0.08336	            60.78357	
               4.680	             0.08442	             0.08292	            60.59103	
               4.690	             0.08394	             0.08246	            60.38192	
               4.700	             0.08345	             0.08198	            60.15630	
               4.710	             0.08294	             0.08147	            59.91427	
               4.720	             0.08241	             0.08095	            59.65614	
               4.730	             0.08188	             0.08044	            59.40233	
               4.740	             0.08134	             0.07990	            59.13229	
               4.750	             0.08132	             0.07935	            58.84684	
               4.760	             0.08149	             0.07953	            59.10290	
               4.770	             0.08164	             0.07972	            59.37117	
               4.780	             0.08178	             0.07990	            59.63005	
               4.790	             0.08191	             0.08007	            59.87943	
               4.800	             0.08203	             0.08023	            60.12940	
               4.810	             0.08213	             0.08039	            60.37289	
               4.820	             0.08221	             0.08053	            60.60663	
               4.830	             0.08229	             0.08066	            60.83050	
               4.840	             0.08235	             0.08078	            61.04441	
               4.850	             0.08239	             0.08089	            61.25245	
               4.860	             0.08242	             0.08100	            61.46026	
               4.870	             0.08245	             0.08109	            61.65996	
               4.880	             0.08247	             0.08119	            61.86168	
               4.890	             0.08248	             0.08128	            62.05319	
               4.900	             0.08248	             0.08135	            62.23442	
               4.910	             0.08246	             0.08141	            62.40600	
               4.920	             0.08243	             0.08147	            62.58108	
               4.930	             0.08238	             0.08152	            62.74577	
               4.940	             0.08232	             0.08155	            62.90001	
               4.950	             0.08226	             0.08157	            63.04376	
               4.960	             0.08227	             0.08158	            63.17699	
               4.970	             0.08226	             0.08157	            63.29966	
               4.980	             0.08224	             0.08156	            63.41175	
               4.990	             0.08223	             0.08153	            63.51848	
               5.000	             0.08224	             0.08150	            63.62446	
               5.010	             0.08223	             0.08146	            63.71983	
               5.020	             0.08222	             0.08141	            63.80460	
               5.030	             0.08219	             0.08134	            63.87877	
               5.040	             0.08214	             0.08126	            63.94233	
               5.050	             0.08209	             0.08116	            63.99531	
               5.060	             0.08202	             0.08107	            64.04848	
               5.070	             0.08194	             0.08097	            64.09561	
               5.080	             0.08184	             0.08086	            64.13220	
               5.090	             0.08174	             0.08074	            64.16803	
               5.100	             0.08162	             0.08062	            64.19893	
               5.110	             0.08148	             0.08049	            64.21935	
               5.120	             0.08134	             0.08036	            64.23604	
               5.130	             0.08118	             0.08022	            64.25093	
               5.140	             0.08101	             0.08007	            64.25543	
               5.150	             0.08083	             0.07990	            64.24959	
               5.160	             0.08064	             0.07973	            64.23345	
               5.170	             0.08044	             0.07954	            64.20708	
               5.180	             0.08023	             0.07934	            64.17052	
               5.190	             0.08003	             0.07913	            64.12386	
               5.200	             0.07981	             0.07892	            64.07765	
               5.210	             0.07957	             0.07871	            64.02608	
               5.220	             0.07933	             0.07848	            63.96453	
               5.230	             0.07908	             0.07825	            63.89309	
               5.240	             0.07882	             0.07800	            63.81183	
               5.250	             0.07860	             0.07774	            63.72084	
               5.260	             0.07837	             0.07747	            63.62019	
               5.270	             0.07813	             0.07719	            63.50999	
               5.280	             0.07787	             0.07690	            63.39032	
               5.290	             0.07761	             0.07659	            63.26127	
               5.300	             0.07733	             0.07628	            63.12496	
               5.310	             0.07705	             0.07598	            62.99202	
               5.320	             0.07676	             0.07567	            62.84990	
               5.330	             0.07646	             0.07534	            62.69871	
               5.340	             0.07616	             0.07501	            62.53854	
               5.350	             0.07585	             0.07467	            62.36951	
               5.360	             0.07554	             0.07432	            62.19172	
               5.370	             0.07521	             0.07395	            62.00530	
               5.380	             0.07488	             0.07359	            61.81547	
               5.390	             0.07453	             0.07323	            61.62601	
               5.400	             0.07418	             0.07287	            61.43632	
               5.410	             0.07382	             0.07252	            61.25545	
               5.420	             0.07345	             0.07217	            61.06859	
               5.430	             0.07308	             0.07180	            60.87339	
               5.440	             0.07269	             0.07143	            60.66997	
               5.450	             0.07230	             0.07105	            60.45845	
               5.460	             0.07190	             0.07067	            60.24066	
               5.470	             0.07149	             0.07029	            60.02674	
               5.480	             0.07108	             0.06990	            59.80494	
               5.490	             0.07065	             0.06950	            59.57539	
               5.500	             0.07022	             0.06910	            59.33820	
               5.510	             0.06979	             0.06869	            59.09352	
               5.520	             0.06935	             0.06827	            58.84145	
               5.530	             0.06890	             0.06785	            58.58213	
               5.540	             0.06844	             0.06742	            58.31570	
               5.550	             0.06798	             0.06699	            58.05169	
               5.560	             0.06752	             0.06656	            57.78385	
               5.570	             0.06704	             0.06613	            57.50912	
               5.580	             0.06657	             0.06569	            57.22763	
               5.590	             0.06611	             0.06524	            56.93951	
               5.600	             0.06569	             0.06479	            56.64588	
               5.610	             0.06526	             0.06434	            56.35685	
               5.620	             0.06483	             0.06389	            56.06144	
               5.630	             0.06439	             0.06345	            55.77030	
               5.640	             0.06394	             0.06300	            55.47419	
               5.650	             0.06349	             0.06254	            55.17192	
               5.660	             0.06304	             0.06209	            54.87262	
               5.670	             0.06258	             0.06164	            54.56987	
               5.680	             0.06211	             0.06119	            54.26119	
               5.690	             0.06164	             0.06072	            53.94670	
               5.700	             0.06117	             0.06027	            53.63706	
               5.710	             0.06069	             0.05985	            53.35671	
               5.720	             0.06020	             0.05942	            53.07031	
               5.730	             0.05972	             0.05900	            52.78016	
               5.740	             0.05923	             0.05857	            52.49338	
               5.750	             0.05873	             0.05815	            52.20078	
               5.760	             0.05879	             0.05771	            51.90248	
               5.770	             0.05890	             0.05768	            51.95938	
               5.780	             0.05900	             0.05777	            52.13153	
               5.790	             0.05910	             0.05785	            52.29889	
               5.800	             0.05919	             0.05793	            52.46146	
               5.810	             0.05928	             0.05801	            52.61926	
               5.820	             0.05936	             0.05808	            52.77232	
               5.830	             0.05944	             0.05814	            52.92066	
               5.840	             0.05951	             0.05820	            53.06429	
               5.850	             0.05958	             0.05825	            53.20324	
               5.860	             0.05964	             0.05830	            53.33753	
